SolutionID,VehicleID,NumCustomers,NumStations,TravelTime,ServiceTime,ChargeTime,WaitTime,ActiveWorkload_A,TotalTime_H,Variant,Instance,Seed
3,0,6,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
3,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
3,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
3,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
4,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
4,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
4,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
4,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
4,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
4,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
4,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
4,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
4,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
4,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
4,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
4,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
5,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
5,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
5,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
5,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
5,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
5,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
5,12,8,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
5,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
5,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
5,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
5,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
5,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
6,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
6,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
6,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
6,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
6,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
6,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
6,12,8,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
6,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
6,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
6,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
6,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
6,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
7,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
7,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
7,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
7,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
7,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
7,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
7,12,8,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
7,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
7,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
7,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
7,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
7,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
8,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
8,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
8,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
8,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
8,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
8,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
8,12,8,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
8,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
8,0,8,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
8,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
8,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
8,0,8,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
9,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
9,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
9,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
9,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
9,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
9,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
9,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
9,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
9,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
9,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
9,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
9,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
10,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
10,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
10,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
10,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
10,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
10,0,8,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
10,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
10,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
10,0,6,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
10,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
10,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
10,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
11,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
11,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
11,10,8,1,1122.0,0.0,0.0,0.0,1122.0,1122.0,FULL,c101_21,7
11,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
11,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
11,0,8,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
11,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
11,0,8,1,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
11,0,9,2,1160.29,0.0,0.0,0.0,1160.29,1160.29,FULL,c101_21,7
11,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
11,0,8,2,1052.55,0.0,0.0,0.0,1052.55,1052.55,FULL,c101_21,7
11,0,6,2,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
12,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
12,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
12,10,8,1,1122.0,0.0,0.0,0.0,1122.0,1122.0,FULL,c101_21,7
12,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
12,11,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
12,0,6,0,588.58,0.0,0.0,0.0,588.58,588.58,FULL,c101_21,7
12,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
12,0,10,1,1059.74,0.0,0.0,0.0,1059.74,1059.74,FULL,c101_21,7
12,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
12,0,7,0,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
12,0,9,2,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
12,0,5,1,1151.95,0.0,0.0,0.0,1151.95,1151.95,FULL,c101_21,7
13,10,8,1,1122.0,0.0,0.0,0.0,1122.0,1122.0,FULL,c101_21,7
13,11,9,1,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
13,11,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
13,8,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
13,11,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
13,10,8,1,1017.66,0.0,0.0,0.0,1017.66,1017.66,FULL,c101_21,7
13,11,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
13,0,6,0,588.58,0.0,0.0,0.0,588.58,588.58,FULL,c101_21,7
13,0,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
13,0,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
13,0,9,2,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
13,0,5,1,1151.95,0.0,0.0,0.0,1151.95,1151.95,FULL,c101_21,7
14,10,8,1,1122.0,0.0,0.0,0.0,1122.0,1122.0,FULL,c101_21,7
14,11,9,1,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
14,11,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
14,8,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
14,11,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
14,10,8,1,1017.66,0.0,0.0,0.0,1017.66,1017.66,FULL,c101_21,7
14,11,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
14,0,6,0,588.58,0.0,0.0,0.0,588.58,588.58,FULL,c101_21,7
14,0,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
14,0,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
14,0,9,2,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
14,0,5,1,1151.95,0.0,0.0,0.0,1151.95,1151.95,FULL,c101_21,7
15,10,8,1,1122.0,0.0,0.0,0.0,1122.0,1122.0,FULL,c101_21,7
15,11,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
15,8,10,1,1059.74,0.0,0.0,0.0,1059.74,1059.74,FULL,c101_21,7
15,11,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
15,10,6,0,588.58,0.0,0.0,0.0,588.58,588.58,FULL,c101_21,7
15,11,9,2,1182.38,0.0,0.0,0.0,1182.38,1182.38,FULL,c101_21,7
15,0,10,1,1137.78,0.0,0.0,0.0,1137.78,1137.78,FULL,c101_21,7
15,12,7,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
15,11,5,1,1017.85,0.0,0.0,0.0,1017.85,1017.85,FULL,c101_21,7
15,0,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
15,0,7,0,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
15,0,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
16,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
16,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
16,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
16,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
16,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
16,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
16,12,8,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
16,0,8,0,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
16,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
16,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
16,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
16,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
17,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
17,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
17,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
17,0,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
17,11,9,0,981.65,0.0,0.0,0.0,981.65,981.65,FULL,c101_21,7
17,0,7,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
17,12,8,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
17,0,8,1,1165.11,0.0,0.0,0.0,1165.11,1165.11,FULL,c101_21,7
17,0,7,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
17,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
17,0,8,2,1026.18,0.0,0.0,0.0,1026.18,1026.18,FULL,c101_21,7
17,0,9,1,1062.13,0.0,0.0,0.0,1062.13,1062.13,FULL,c101_21,7
18,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
18,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
18,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
18,0,10,1,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
18,11,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
18,0,7,1,1109.36,0.0,0.0,0.0,1109.36,1109.36,FULL,c101_21,7
18,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
18,0,7,0,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
18,0,6,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
18,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
18,0,10,2,1068.52,0.0,0.0,0.0,1068.52,1068.52,FULL,c101_21,7
18,0,7,0,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
19,24,11,1,1157.04,0.0,0.0,0.0,1157.04,1157.04,FULL,c101_21,7
19,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
19,10,8,1,1122.0,0.0,0.0,0.0,1122.0,1122.0,FULL,c101_21,7
19,0,10,1,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
19,11,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
19,0,6,0,588.58,0.0,0.0,0.0,588.58,588.58,FULL,c101_21,7
19,12,6,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
19,0,10,1,1059.74,0.0,0.0,0.0,1059.74,1059.74,FULL,c101_21,7
19,0,9,2,1182.38,0.0,0.0,0.0,1182.38,1182.38,FULL,c101_21,7
19,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
19,0,7,0,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
19,12,5,1,1017.85,0.0,0.0,0.0,1017.85,1017.85,FULL,c101_21,7
20,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
20,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
20,10,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
20,0,10,1,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
20,11,10,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
20,0,7,1,1109.36,0.0,0.0,0.0,1109.36,1109.36,FULL,c101_21,7
20,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
20,0,9,0,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
20,0,6,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
20,0,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
20,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
20,0,7,0,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
21,24,9,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
21,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
21,10,7,2,1094.8,0.0,0.0,0.0,1094.8,1094.8,FULL,c101_21,7
21,0,10,1,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
21,11,10,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
21,0,7,1,1109.36,0.0,0.0,0.0,1109.36,1109.36,FULL,c101_21,7
21,12,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
21,0,9,0,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
21,0,6,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
21,0,10,1,1165.35,0.0,0.0,0.0,1165.35,1165.35,FULL,c101_21,7
21,0,8,2,1026.44,0.0,0.0,0.0,1026.44,1026.44,FULL,c101_21,7
21,0,7,0,1174.55,0.0,0.0,0.0,1174.55,1174.55,FULL,c101_21,7
22,10,7,2,1065.97,0.0,0.0,0.0,1065.97,1065.97,FULL,c101_21,7
22,11,8,2,1186.56,0.0,0.0,0.0,1186.56,1186.56,FULL,c101_21,7
22,11,9,0,900.62,0.0,0.0,0.0,900.62,900.62,FULL,c101_21,7
22,11,9,1,1153.21,0.0,0.0,0.0,1153.21,1153.21,FULL,c101_21,7
22,10,10,0,1135.79,0.0,0.0,0.0,1135.79,1135.79,FULL,c101_21,7
22,11,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
22,11,10,1,1059.74,0.0,0.0,0.0,1059.74,1059.74,FULL,c101_21,7
22,12,6,2,1035.29,0.0,0.0,0.0,1035.29,1035.29,FULL,c101_21,7
22,10,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
22,11,11,0,1165.27,0.0,0.0,0.0,1165.27,1165.27,FULL,c101_21,7
22,0,6,0,588.58,0.0,0.0,0.0,588.58,588.58,FULL,c101_21,7
22,11,8,1,1199.38,0.0,0.0,0.0,1199.38,1199.38,FULL,c101_21,7
23,24,8,1,1125.81,0.0,0.0,0.0,1125.81,1125.81,FULL,c101_21,7
23,31,8,1,1162.81,0.0,0.0,0.0,1162.81,1162.81,FULL,c101_21,7
