Segment,OperatorName,Type,Weight,Score,UsageCount
1600,ChargingAwareRouteBuilder,Repair,11.9146,615.0000,39
1600,Adaptive Insertion,Repair,10.3754,475.0000,35
1600,Greedy Energy Insertion (Enhanced),Repair,10.2567,525.0000,36
1600,Smart Station Repair,Repair,12.4445,765.0000,44
1600,Regret-3 Repair (Smart Packing),Repair,11.1930,680.0000,46
1800,EnergyCriticalRemoval,Destroy,13.2825,530.0000,35
1800,Route Merging Destroy,Destroy,11.3995,415.0000,31
1800,TimeSlackDestroy,Destroy,11.7156,715.0000,47
1800,Random Removal,Destroy,12.7039,775.0000,46
1800,VehicleReductionAwareDestroy,Destroy,10.9692,565.0000,41
1800,ChargingAwareRouteBuilder,Repair,12.4928,575.0000,36
1800,Adaptive Insertion,Repair,10.8548,590.0000,38
1800,Greedy Energy Insertion (Enhanced),Repair,10.9057,520.0000,38
1800,Smart Station Repair,Repair,13.1858,700.0000,47
1800,Regret-3 Repair (Smart Packing),Repair,11.7314,615.0000,41
2000,EnergyCriticalRemoval,Destroy,13.5615,625.0000,34
2000,Route Merging Destroy,Destroy,11.6977,560.0000,43
2000,TimeSlackDestroy,Destroy,12.2402,600.0000,37
2000,Random Removal,Destroy,13.3255,850.0000,47
2000,VehicleReductionAwareDestroy,Destroy,11.3909,460.0000,39
2000,ChargingAwareRouteBuilder,Repair,13.0147,905.0000,51
2000,Adaptive Insertion,Repair,11.5555,525.0000,40
2000,Greedy Energy Insertion (Enhanced),Repair,11.3225,410.0000,29
2000,Smart Station Repair,Repair,13.4419,865.0000,53
2000,Regret-3 Repair (Smart Packing),Repair,12.2217,390.0000,27
2200,EnergyCriticalRemoval,Destroy,14.2846,795.0000,46
2200,Route Merging Destroy,Destroy,11.8965,445.0000,33
2200,TimeSlackDestroy,Destroy,12.8366,530.0000,40
2200,Random Removal,Destroy,14.0395,875.0000,51
2200,VehicleReductionAwareDestroy,Destroy,11.4515,365.0000,30
2200,ChargingAwareRouteBuilder,Repair,13.7243,715.0000,43
2200,Adaptive Insertion,Repair,11.7910,570.0000,42
2200,Greedy Energy Insertion (Enhanced),Repair,11.7448,470.0000,35
2200,Smart Station Repair,Repair,13.8738,800.0000,51
2200,Regret-3 Repair (Smart Packing),Repair,12.5551,455.0000,29
2400,EnergyCriticalRemoval,Destroy,14.7343,795.0000,57
2400,Route Merging Destroy,Destroy,12.1348,390.0000,28
2400,TimeSlackDestroy,Destroy,12.8986,610.0000,39
2400,Random Removal,Destroy,14.5071,755.0000,45
2400,VehicleReductionAwareDestroy,Destroy,11.5587,460.0000,31
2400,ChargingAwareRouteBuilder,Repair,14.1598,695.0000,41
2400,Adaptive Insertion,Repair,12.0580,485.0000,36
2400,Greedy Energy Insertion (Enhanced),Repair,11.9974,555.0000,38
2400,Smart Station Repair,Repair,14.1456,655.0000,43
2400,Regret-3 Repair (Smart Packing),Repair,13.0253,620.0000,42
2600,EnergyCriticalRemoval,Destroy,14.6163,745.0000,44
2600,Route Merging Destroy,Destroy,12.4038,460.0000,30
2600,TimeSlackDestroy,Destroy,13.3100,665.0000,40
2600,Random Removal,Destroy,14.8477,750.0000,48
2600,VehicleReductionAwareDestroy,Destroy,12.0507,510.0000,38
2600,ChargingAwareRouteBuilder,Repair,14.5785,770.0000,42
2600,Adaptive Insertion,Repair,12.2702,470.0000,32
2600,Greedy Energy Insertion (Enhanced),Repair,12.3886,560.0000,38
2600,Smart Station Repair,Repair,14.3087,700.0000,47
2600,Regret-3 Repair (Smart Packing),Repair,13.2858,630.0000,41
2800,EnergyCriticalRemoval,Destroy,14.9636,500.0000,31
2800,Route Merging Destroy,Destroy,12.8433,455.0000,31
2800,TimeSlackDestroy,Destroy,13.8072,835.0000,52
2800,Random Removal,Destroy,14.9643,655.0000,41
2800,VehicleReductionAwareDestroy,Destroy,12.2563,550.0000,45
2800,ChargingAwareRouteBuilder,Repair,15.1417,740.0000,50
2800,Adaptive Insertion,Repair,12.6328,570.0000,39
2800,Greedy Energy Insertion (Enhanced),Repair,12.7408,530.0000,37
2800,Smart Station Repair,Repair,14.3964,595.0000,38
2800,Regret-3 Repair (Smart Packing),Repair,13.5978,560.0000,36
3000,EnergyCriticalRemoval,Destroy,15.1384,680.0000,42
3000,Route Merging Destroy,Destroy,13.1184,705.0000,43
3000,TimeSlackDestroy,Destroy,14.1448,670.0000,46
3000,Random Removal,Destroy,15.1160,755.0000,44
3000,VehicleReductionAwareDestroy,Destroy,12.2512,315.0000,25
3000,ChargingAwareRouteBuilder,Repair,15.0905,695.0000,43
3000,Adaptive Insertion,Repair,12.9301,590.0000,44
3000,Greedy Energy Insertion (Enhanced),Repair,12.9783,530.0000,35
3000,Smart Station Repair,Repair,14.5856,760.0000,42
3000,Regret-3 Repair (Smart Packing),Repair,13.8915,550.0000,36
3200,EnergyCriticalRemoval,Destroy,15.2962,595.0000,44
3200,Route Merging Destroy,Destroy,13.6099,535.0000,37
3200,TimeSlackDestroy,Destroy,14.2079,550.0000,39
3200,Random Removal,Destroy,15.4224,785.0000,45
3200,VehicleReductionAwareDestroy,Destroy,12.3035,505.0000,35
3200,ChargingAwareRouteBuilder,Repair,15.2513,700.0000,42
3200,Adaptive Insertion,Repair,13.0020,525.0000,38
3200,Greedy Energy Insertion (Enhanced),Repair,13.3030,575.0000,41
3200,Smart Station Repair,Repair,15.1121,565.0000,38
3200,Regret-3 Repair (Smart Packing),Repair,14.0994,605.0000,41
3400,EnergyCriticalRemoval,Destroy,15.0302,615.0000,39
3400,Route Merging Destroy,Destroy,13.7374,615.0000,43
3400,TimeSlackDestroy,Destroy,14.1921,590.0000,35
3400,Random Removal,Destroy,15.7257,830.0000,48
3400,VehicleReductionAwareDestroy,Destroy,12.6223,465.0000,35
3400,ChargingAwareRouteBuilder,Repair,15.4636,945.0000,50
3400,Adaptive Insertion,Repair,13.1241,495.0000,35
3400,Greedy Energy Insertion (Enhanced),Repair,13.4112,345.0000,24
3400,Smart Station Repair,Repair,15.0755,685.0000,49
3400,Regret-3 Repair (Smart Packing),Repair,14.1979,645.0000,42
3600,EnergyCriticalRemoval,Destroy,15.1411,590.0000,41
3600,Route Merging Destroy,Destroy,13.8221,725.0000,48
3600,TimeSlackDestroy,Destroy,14.5918,755.0000,44
3600,Random Removal,Destroy,15.9606,725.0000,43
3600,VehicleReductionAwareDestroy,Destroy,12.7218,335.0000,24
3600,ChargingAwareRouteBuilder,Repair,15.9791,785.0000,52
3600,Adaptive Insertion,Repair,13.2769,370.0000,22
3600,Greedy Energy Insertion (Enhanced),Repair,13.5558,480.0000,34
3600,Smart Station Repair,Repair,14.9111,885.0000,51
3600,Regret-3 Repair (Smart Packing),Repair,14.3718,610.0000,41
3800,EnergyCriticalRemoval,Destroy,15.0284,630.0000,35
3800,Route Merging Destroy,Destroy,14.0144,620.0000,43
3800,TimeSlackDestroy,Destroy,14.9769,585.0000,40
3800,Random Removal,Destroy,16.0956,775.0000,47
3800,VehicleReductionAwareDestroy,Destroy,12.9073,460.0000,35
3800,ChargingAwareRouteBuilder,Repair,15.8466,745.0000,48
3800,Adaptive Insertion,Repair,13.8081,555.0000,38
3800,Greedy Energy Insertion (Enhanced),Repair,13.6401,510.0000,35
3800,Smart Station Repair,Repair,15.2774,660.0000,39
3800,Regret-3 Repair (Smart Packing),Repair,14.4477,600.0000,40
4000,EnergyCriticalRemoval,Destroy,15.4742,585.0000,40
4000,Route Merging Destroy,Destroy,14.0750,790.0000,55
4000,TimeSlackDestroy,Destroy,14.9241,535.0000,39
4000,Random Removal,Destroy,16.1547,620.0000,35
4000,VehicleReductionAwareDestroy,Destroy,12.9426,405.0000,31
4000,ChargingAwareRouteBuilder,Repair,15.7978,655.0000,41
4000,Adaptive Insertion,Repair,13.9277,585.0000,43
4000,Greedy Energy Insertion (Enhanced),Repair,13.7798,640.0000,41
4000,Smart Station Repair,Repair,15.5243,600.0000,45
4000,Regret-3 Repair (Smart Packing),Repair,14.5306,455.0000,30
4200,EnergyCriticalRemoval,Destroy,15.3468,515.0000,39
4200,Route Merging Destroy,Destroy,14.1183,660.0000,43
4200,TimeSlackDestroy,Destroy,14.7432,535.0000,36
4200,Random Removal,Destroy,16.3886,730.0000,39
4200,VehicleReductionAwareDestroy,Destroy,12.9609,620.0000,43
4200,ChargingAwareRouteBuilder,Repair,15.8244,615.0000,37
4200,Adaptive Insertion,Repair,13.8792,570.0000,38
4200,Greedy Energy Insertion (Enhanced),Repair,14.0543,730.0000,48
4200,Smart Station Repair,Repair,15.1956,605.0000,41
4200,Regret-3 Repair (Smart Packing),Repair,14.6260,540.0000,36
4400,EnergyCriticalRemoval,Destroy,15.0255,760.0000,49
4400,Route Merging Destroy,Destroy,14.3029,535.0000,38
4400,TimeSlackDestroy,Destroy,14.7609,485.0000,35
4400,Random Removal,Destroy,16.7380,715.0000,45
4400,VehicleReductionAwareDestroy,Destroy,13.1795,435.0000,33
4400,ChargingAwareRouteBuilder,Repair,15.9440,580.0000,39
4400,Adaptive Insertion,Repair,14.0473,455.0000,33
4400,Greedy Energy Insertion (Enhanced),Repair,14.2274,585.0000,42
4400,Smart Station Repair,Repair,15.1297,805.0000,52
4400,Regret-3 Repair (Smart Packing),Repair,14.6821,505.0000,34
4600,EnergyCriticalRemoval,Destroy,15.0982,555.0000,37
4600,Route Merging Destroy,Destroy,14.2693,665.0000,46
4600,TimeSlackDestroy,Destroy,14.6253,665.0000,42
4600,Random Removal,Destroy,16.6106,555.0000,36
4600,VehicleReductionAwareDestroy,Destroy,13.1799,510.0000,39
4600,ChargingAwareRouteBuilder,Repair,15.7832,795.0000,48
4600,Adaptive Insertion,Repair,14.0084,455.0000,33
4600,Greedy Energy Insertion (Enhanced),Repair,14.1826,460.0000,32
4600,Smart Station Repair,Repair,15.1824,675.0000,49
4600,Regret-3 Repair (Smart Packing),Repair,14.7077,565.0000,38
4800,EnergyCriticalRemoval,Destroy,15.0835,650.0000,39
4800,Route Merging Destroy,Destroy,14.2974,530.0000,36
4800,TimeSlackDestroy,Destroy,14.8065,900.0000,54
4800,Random Removal,Destroy,16.4315,640.0000,39
4800,VehicleReductionAwareDestroy,Destroy,13.1644,415.0000,32
4800,ChargingAwareRouteBuilder,Repair,15.9001,710.0000,42
4800,Adaptive Insertion,Repair,13.9753,535.0000,40
4800,Greedy Energy Insertion (Enhanced),Repair,14.2114,605.0000,42
4800,Smart Station Repair,Repair,14.9713,695.0000,39
4800,Regret-3 Repair (Smart Packing),Repair,14.7318,590.0000,37
5000,EnergyCriticalRemoval,Destroy,15.3210,580.0000,34
5000,Route Merging Destroy,Destroy,14.3611,510.0000,34
5000,TimeSlackDestroy,Destroy,15.0855,640.0000,46
5000,Random Removal,Destroy,16.4284,775.0000,48
5000,VehicleReductionAwareDestroy,Destroy,13.1351,545.0000,38
5000,ChargingAwareRouteBuilder,Repair,16.0508,465.0000,31
5000,Adaptive Insertion,Repair,13.8853,770.0000,52
5000,Greedy Energy Insertion (Enhanced),Repair,14.2404,480.0000,35
5000,Smart Station Repair,Repair,15.3987,750.0000,42
5000,Regret-3 Repair (Smart Packing),Repair,14.9139,585.0000,40
5200,EnergyCriticalRemoval,Destroy,15.5817,550.0000,41
5200,Route Merging Destroy,Destroy,14.4569,385.0000,28
5200,TimeSlackDestroy,Destroy,14.9097,590.0000,40
5200,Random Removal,Destroy,16.3860,670.0000,45
5200,VehicleReductionAwareDestroy,Destroy,13.3161,540.0000,46
5200,ChargingAwareRouteBuilder,Repair,15.8932,665.0000,50
5200,Adaptive Insertion,Repair,14.0236,465.0000,34
5200,Greedy Energy Insertion (Enhanced),Repair,14.1615,500.0000,40
5200,Smart Station Repair,Repair,15.7675,510.0000,37
5200,Regret-3 Repair (Smart Packing),Repair,14.8706,595.0000,39
5400,EnergyCriticalRemoval,Destroy,15.2566,660.0000,43
5400,Route Merging Destroy,Destroy,14.3509,530.0000,36
5400,TimeSlackDestroy,Destroy,14.8857,615.0000,44
5400,Random Removal,Destroy,16.1614,710.0000,43
5400,VehicleReductionAwareDestroy,Destroy,13.0796,535.0000,34
5400,ChargingAwareRouteBuilder,Repair,15.5042,705.0000,45
5400,Adaptive Insertion,Repair,13.9716,680.0000,43
5400,Greedy Energy Insertion (Enhanced),Repair,13.9123,450.0000,32
5400,Smart Station Repair,Repair,15.4699,565.0000,36
5400,Regret-3 Repair (Smart Packing),Repair,14.9285,650.0000,44
5600,EnergyCriticalRemoval,Destroy,15.2704,670.0000,32
5600,Route Merging Destroy,Destroy,14.4066,740.0000,50
5600,TimeSlackDestroy,Destroy,14.7495,760.0000,52
5600,Random Removal,Destroy,16.2139,570.0000,39
5600,VehicleReductionAwareDestroy,Destroy,13.4779,335.0000,27
5600,ChargingAwareRouteBuilder,Repair,15.5286,895.0000,53
5600,Adaptive Insertion,Repair,14.2479,490.0000,37
5600,Greedy Energy Insertion (Enhanced),Repair,13.9348,525.0000,37
5600,Smart Station Repair,Repair,15.5036,645.0000,38
5600,Regret-3 Repair (Smart Packing),Repair,14.9051,520.0000,35
5800,EnergyCriticalRemoval,Destroy,16.1205,855.0000,50
5800,Route Merging Destroy,Destroy,14.4656,495.0000,33
5800,TimeSlackDestroy,Destroy,14.7293,595.0000,38
5800,Random Removal,Destroy,15.9742,640.0000,40
5800,VehicleReductionAwareDestroy,Destroy,13.3174,490.0000,39
5800,ChargingAwareRouteBuilder,Repair,15.7323,580.0000,40
5800,Adaptive Insertion,Repair,14.0972,540.0000,38
5800,Greedy Energy Insertion (Enhanced),Repair,13.9730,520.0000,36
5800,Smart Station Repair,Repair,15.7241,775.0000,42
5800,Regret-3 Repair (Smart Packing),Repair,14.8979,660.0000,44
6000,EnergyCriticalRemoval,Destroy,16.2674,645.0000,48
6000,Route Merging Destroy,Destroy,14.5458,635.0000,43
6000,TimeSlackDestroy,Destroy,14.8686,725.0000,43
6000,Random Removal,Destroy,15.9780,540.0000,34
6000,VehicleReductionAwareDestroy,Destroy,13.2044,470.0000,32
6000,ChargingAwareRouteBuilder,Repair,15.5475,445.0000,31
6000,Adaptive Insertion,Repair,14.1142,570.0000,41
6000,Greedy Energy Insertion (Enhanced),Repair,14.0437,665.0000,45
6000,Smart Station Repair,Repair,16.1334,810.0000,48
6000,Regret-3 Repair (Smart Packing),Repair,14.9132,525.0000,35
6200,EnergyCriticalRemoval,Destroy,15.8429,430.0000,28
6200,Route Merging Destroy,Destroy,14.5790,530.0000,36
6200,TimeSlackDestroy,Destroy,15.1674,670.0000,41
6200,Random Removal,Destroy,15.9637,715.0000,47
6200,VehicleReductionAwareDestroy,Destroy,13.4268,550.0000,48
6200,ChargingAwareRouteBuilder,Repair,15.3686,620.0000,47
6200,Adaptive Insertion,Repair,14.0825,500.0000,37
6200,Greedy Energy Insertion (Enhanced),Repair,14.1538,515.0000,39
6200,Smart Station Repair,Repair,16.2446,675.0000,38
6200,Regret-3 Repair (Smart Packing),Repair,14.9262,585.0000,39
6400,EnergyCriticalRemoval,Destroy,15.7701,810.0000,49
6400,Route Merging Destroy,Destroy,14.6005,660.0000,46
6400,TimeSlackDestroy,Destroy,15.3435,595.0000,40
6400,Random Removal,Destroy,15.8510,535.0000,34
6400,VehicleReductionAwareDestroy,Destroy,13.1316,385.0000,31
6400,ChargingAwareRouteBuilder,Repair,15.0420,585.0000,41
6400,Adaptive Insertion,Repair,13.9971,550.0000,41
6400,Greedy Energy Insertion (Enhanced),Repair,14.0115,360.0000,24
6400,Smart Station Repair,Repair,16.4724,790.0000,49
6400,Regret-3 Repair (Smart Packing),Repair,14.9373,700.0000,45
6600,EnergyCriticalRemoval,Destroy,15.8841,585.0000,40
6600,Route Merging Destroy,Destroy,14.5626,575.0000,41
6600,TimeSlackDestroy,Destroy,15.2732,535.0000,32
6600,Random Removal,Destroy,15.8337,835.0000,52
6600,VehicleReductionAwareDestroy,Destroy,13.0247,445.0000,35
6600,ChargingAwareRouteBuilder,Repair,14.9259,565.0000,35
6600,Adaptive Insertion,Repair,13.9097,525.0000,39
6600,Greedy Energy Insertion (Enhanced),Repair,14.1598,390.0000,30
6600,Smart Station Repair,Repair,16.4199,715.0000,43
6600,Regret-3 Repair (Smart Packing),Repair,15.0300,780.0000,53
6800,EnergyCriticalRemoval,Destroy,15.6953,460.0000,32
6800,Route Merging Destroy,Destroy,14.4819,595.0000,40
6800,TimeSlackDestroy,Destroy,15.4901,725.0000,49
6800,Random Removal,Destroy,15.8673,595.0000,37
6800,VehicleReductionAwareDestroy,Destroy,12.9782,600.0000,42
6800,ChargingAwareRouteBuilder,Repair,15.1085,440.0000,36
6800,Adaptive Insertion,Repair,13.8425,515.0000,36
6800,Greedy Energy Insertion (Enhanced),Repair,13.9858,760.0000,49
6800,Smart Station Repair,Repair,16.4511,710.0000,42
6800,Regret-3 Repair (Smart Packing),Repair,14.9831,550.0000,37
7000,EnergyCriticalRemoval,Destroy,15.4972,805.0000,54
7000,Route Merging Destroy,Destroy,14.5408,460.0000,32
7000,TimeSlackDestroy,Destroy,15.3859,585.0000,39
7000,Random Removal,Destroy,15.8994,670.0000,42
7000,VehicleReductionAwareDestroy,Destroy,13.1743,460.0000,33
7000,ChargingAwareRouteBuilder,Repair,14.6755,435.0000,27
7000,Adaptive Insertion,Repair,13.9120,605.0000,42
7000,Greedy Energy Insertion (Enhanced),Repair,14.2145,565.0000,43
7000,Smart Station Repair,Repair,16.5191,735.0000,47
7000,Regret-3 Repair (Smart Packing),Repair,14.9654,640.0000,41
7200,EnergyCriticalRemoval,Destroy,15.4088,630.0000,33
7200,Route Merging Destroy,Destroy,14.5160,720.0000,49
7200,TimeSlackDestroy,Destroy,15.3280,580.0000,39
7200,Random Removal,Destroy,15.9073,695.0000,44
7200,VehicleReductionAwareDestroy,Destroy,13.2891,435.0000,35
7200,ChargingAwareRouteBuilder,Repair,14.8909,620.0000,44
7200,Adaptive Insertion,Repair,13.9859,375.0000,26
7200,Greedy Energy Insertion (Enhanced),Repair,14.0532,530.0000,34
7200,Smart Station Repair,Repair,16.3870,850.0000,51
7200,Regret-3 Repair (Smart Packing),Repair,15.0620,685.0000,45
7400,EnergyCriticalRemoval,Destroy,15.9611,560.0000,41
7400,Route Merging Destroy,Destroy,14.5427,450.0000,33
7400,TimeSlackDestroy,Destroy,15.2596,660.0000,39
7400,Random Removal,Destroy,15.8905,760.0000,48
7400,VehicleReductionAwareDestroy,Destroy,13.1600,520.0000,39
7400,ChargingAwareRouteBuilder,Repair,14.7709,555.0000,38
7400,Adaptive Insertion,Repair,14.0515,505.0000,34
7400,Greedy Energy Insertion (Enhanced),Repair,14.2835,530.0000,42
7400,Smart Station Repair,Repair,16.4290,790.0000,48
7400,Regret-3 Repair (Smart Packing),Repair,15.0860,570.0000,38
7600,EnergyCriticalRemoval,Destroy,15.6157,730.0000,52
7600,Route Merging Destroy,Destroy,14.4067,385.0000,27
7600,TimeSlackDestroy,Destroy,15.5091,510.0000,34
7600,Random Removal,Destroy,15.8820,760.0000,50
7600,VehicleReductionAwareDestroy,Destroy,13.1860,465.0000,37
7600,ChargingAwareRouteBuilder,Repair,14.7460,555.0000,43
7600,Adaptive Insertion,Repair,14.1717,535.0000,35
7600,Greedy Energy Insertion (Enhanced),Repair,14.0338,535.0000,45
7600,Smart Station Repair,Repair,16.4334,655.0000,39
7600,Regret-3 Repair (Smart Packing),Repair,15.0731,570.0000,38
7800,EnergyCriticalRemoval,Destroy,15.3791,810.0000,43
7800,Route Merging Destroy,Destroy,14.3846,585.0000,35
7800,TimeSlackDestroy,Destroy,15.4328,655.0000,44
7800,Random Removal,Destroy,15.7797,615.0000,42
7800,VehicleReductionAwareDestroy,Destroy,13.0932,510.0000,36
7800,ChargingAwareRouteBuilder,Repair,14.4702,755.0000,43
7800,Adaptive Insertion,Repair,14.3388,750.0000,45
7800,Greedy Energy Insertion (Enhanced),Repair,13.7121,585.0000,40
7800,Smart Station Repair,Repair,16.4876,600.0000,39
7800,Regret-3 Repair (Smart Packing),Repair,15.0622,485.0000,33
8000,EnergyCriticalRemoval,Destroy,15.8978,835.0000,48
8000,Route Merging Destroy,Destroy,14.7340,450.0000,28
8000,TimeSlackDestroy,Destroy,15.3508,605.0000,40
8000,Random Removal,Destroy,15.6091,610.0000,38
8000,VehicleReductionAwareDestroy,Destroy,13.2542,645.0000,46
8000,ChargingAwareRouteBuilder,Repair,14.9334,790.0000,49
8000,Adaptive Insertion,Repair,14.6880,655.0000,48
8000,Greedy Energy Insertion (Enhanced),Repair,13.8490,625.0000,37
8000,Smart Station Repair,Repair,16.3221,640.0000,37
8000,Regret-3 Repair (Smart Packing),Repair,15.0074,435.0000,29
8200,EnergyCriticalRemoval,Destroy,16.1225,915.0000,53
8200,Route Merging Destroy,Destroy,14.9347,450.0000,30
8200,TimeSlackDestroy,Destroy,15.3169,610.0000,42
8200,Random Removal,Destroy,15.6757,765.0000,48
8200,VehicleReductionAwareDestroy,Destroy,13.3694,285.0000,27
8200,ChargingAwareRouteBuilder,Repair,15.1117,590.0000,39
8200,Adaptive Insertion,Repair,14.5317,585.0000,41
8200,Greedy Energy Insertion (Enhanced),Repair,14.3054,415.0000,32
8200,Smart Station Repair,Repair,16.4684,925.0000,53
8200,Regret-3 Repair (Smart Packing),Repair,15.0063,510.0000,35
8400,EnergyCriticalRemoval,Destroy,16.2938,840.0000,50
8400,Route Merging Destroy,Destroy,14.9445,720.0000,44
8400,TimeSlackDestroy,Destroy,15.1980,505.0000,32
8400,Random Removal,Destroy,15.7149,565.0000,37
8400,VehicleReductionAwareDestroy,Destroy,12.9473,430.0000,37
8400,ChargingAwareRouteBuilder,Repair,15.1142,710.0000,42
8400,Adaptive Insertion,Repair,14.4921,525.0000,36
8400,Greedy Energy Insertion (Enhanced),Repair,14.1049,680.0000,49
8400,Smart Station Repair,Repair,16.6161,580.0000,34
8400,Regret-3 Repair (Smart Packing),Repair,14.9411,565.0000,39
8600,EnergyCriticalRemoval,Destroy,16.3697,595.0000,41
8600,Route Merging Destroy,Destroy,15.1573,630.0000,46
8600,TimeSlackDestroy,Destroy,15.2855,530.0000,34
8600,Random Removal,Destroy,15.6482,595.0000,38
8600,VehicleReductionAwareDestroy,Destroy,12.7484,600.0000,41
8600,ChargingAwareRouteBuilder,Repair,15.3828,560.0000,41
8600,Adaptive Insertion,Repair,14.5058,615.0000,42
8600,Greedy Energy Insertion (Enhanced),Repair,14.0708,420.0000,32
8600,Smart Station Repair,Repair,16.6825,720.0000,45
8600,Regret-3 Repair (Smart Packing),Repair,14.8730,635.0000,40
8800,EnergyCriticalRemoval,Destroy,16.0911,805.0000,47
8800,Route Merging Destroy,Destroy,14.9381,625.0000,44
8800,TimeSlackDestroy,Destroy,15.3309,665.0000,43
8800,Random Removal,Destroy,15.6497,415.0000,28
8800,VehicleReductionAwareDestroy,Destroy,13.0313,490.0000,38
8800,ChargingAwareRouteBuilder,Repair,15.1242,770.0000,49
8800,Adaptive Insertion,Repair,14.5264,515.0000,37
8800,Greedy Energy Insertion (Enhanced),Repair,13.9290,715.0000,46
