Segment,OperatorName,Type,Weight,Score,UsageCount
2400,TimeSlackDestroy,Destroy,12.3914,455.0000,35
2400,Random Removal,Destroy,13.1663,535.0000,35
2400,VehicleReductionAwareDestroy,Destroy,12.0868,435.0000,31
2400,ChargingAwareRouteBuilder,Repair,14.0484,775.0000,46
2400,Adaptive Insertion,Repair,11.7862,700.0000,49
2400,Greedy Energy Insertion (Enhanced),Repair,11.5622,390.0000,33
2400,Smart Station Repair,Repair,14.2308,635.0000,36
2400,Regret-3 Repair (Smart Packing),Repair,12.9892,535.0000,36
2600,EnergyCriticalRemoval,Destroy,15.7157,625.0000,37
2600,Route Merging Destroy,Destroy,12.6172,720.0000,48
2600,TimeSlackDestroy,Destroy,12.4827,485.0000,35
2600,Random Removal,Destroy,13.4842,535.0000,40
2600,VehicleReductionAwareDestroy,Destroy,12.3787,550.0000,40
2600,ChargingAwareRouteBuilder,Repair,14.4683,655.0000,42
2600,Adaptive Insertion,Repair,12.1611,660.0000,48
2600,Greedy Energy Insertion (Enhanced),Repair,11.6006,495.0000,39
2600,Smart Station Repair,Repair,14.7420,580.0000,34
2600,Regret-3 Repair (Smart Packing),Repair,13.2700,525.0000,37
2800,EnergyCriticalRemoval,Destroy,15.8921,855.0000,50
2800,Route Merging Destroy,Destroy,12.9746,645.0000,44
2800,TimeSlackDestroy,Destroy,12.6888,410.0000,30
2800,Random Removal,Destroy,13.4679,700.0000,46
2800,VehicleReductionAwareDestroy,Destroy,12.5844,465.0000,30
2800,ChargingAwareRouteBuilder,Repair,14.6373,565.0000,37
2800,Adaptive Insertion,Repair,12.3995,635.0000,43
2800,Greedy Energy Insertion (Enhanced),Repair,11.7644,520.0000,37
2800,Smart Station Repair,Repair,15.0895,725.0000,41
2800,Regret-3 Repair (Smart Packing),Repair,13.4079,630.0000,42
3000,EnergyCriticalRemoval,Destroy,16.0733,775.0000,43
3000,Route Merging Destroy,Destroy,13.2273,485.0000,33
3000,TimeSlackDestroy,Destroy,12.8355,470.0000,35
3000,Random Removal,Destroy,13.7303,730.0000,48
3000,VehicleReductionAwareDestroy,Destroy,13.0217,610.0000,41
3000,ChargingAwareRouteBuilder,Repair,14.7323,650.0000,40
3000,Adaptive Insertion,Repair,12.7547,455.0000,36
3000,Greedy Energy Insertion (Enhanced),Repair,12.1078,465.0000,31
3000,Smart Station Repair,Repair,15.4785,965.0000,56
3000,Regret-3 Repair (Smart Packing),Repair,13.6467,535.0000,37
3200,EnergyCriticalRemoval,Destroy,16.3658,615.0000,43
3200,Route Merging Destroy,Destroy,13.4477,660.0000,47
3200,TimeSlackDestroy,Destroy,12.9245,360.0000,25
3200,Random Removal,Destroy,13.9520,630.0000,43
3200,VehicleReductionAwareDestroy,Destroy,13.3002,635.0000,42
3200,ChargingAwareRouteBuilder,Repair,14.9599,635.0000,44
3200,Adaptive Insertion,Repair,12.7373,555.0000,38
3200,Greedy Energy Insertion (Enhanced),Repair,12.5417,475.0000,36
3200,Smart Station Repair,Repair,15.7416,610.0000,39
3200,Regret-3 Repair (Smart Packing),Repair,13.7686,625.0000,43
3400,EnergyCriticalRemoval,Destroy,16.0563,830.0000,50
3400,Route Merging Destroy,Destroy,13.5369,535.0000,36
3400,TimeSlackDestroy,Destroy,13.1458,495.0000,34
3400,Random Removal,Destroy,14.0569,670.0000,43
3400,VehicleReductionAwareDestroy,Destroy,13.5730,505.0000,37
3400,ChargingAwareRouteBuilder,Repair,14.8807,780.0000,48
3400,Adaptive Insertion,Repair,13.0175,400.0000,29
3400,Greedy Energy Insertion (Enhanced),Repair,12.6396,550.0000,39
3400,Smart Station Repair,Repair,15.7265,805.0000,50
3400,Regret-3 Repair (Smart Packing),Repair,13.8835,500.0000,34
3600,EnergyCriticalRemoval,Destroy,16.1378,745.0000,46
3600,Route Merging Destroy,Destroy,13.7356,505.0000,36
3600,TimeSlackDestroy,Destroy,13.3578,620.0000,42
3600,Random Removal,Destroy,14.2855,610.0000,40
3600,VehicleReductionAwareDestroy,Destroy,13.5843,570.0000,36
3600,ChargingAwareRouteBuilder,Repair,15.0861,565.0000,37
3600,Adaptive Insertion,Repair,13.1338,490.0000,35
3600,Greedy Energy Insertion (Enhanced),Repair,12.8590,545.0000,35
3600,Smart Station Repair,Repair,15.7825,615.0000,42
3600,Regret-3 Repair (Smart Packing),Repair,14.0069,835.0000,51
3800,EnergyCriticalRemoval,Destroy,16.1465,750.0000,42
3800,Route Merging Destroy,Destroy,13.7794,490.0000,35
3800,TimeSlackDestroy,Destroy,13.5684,720.0000,49
3800,Random Removal,Destroy,14.4302,650.0000,46
3800,VehicleReductionAwareDestroy,Destroy,13.9217,405.0000,28
3800,ChargingAwareRouteBuilder,Repair,15.1137,715.0000,43
3800,Adaptive Insertion,Repair,13.2638,650.0000,47
3800,Greedy Energy Insertion (Enhanced),Repair,13.2659,410.0000,29
3800,Smart Station Repair,Repair,15.6116,555.0000,34
3800,Regret-3 Repair (Smart Packing),Repair,14.3617,685.0000,47
4000,EnergyCriticalRemoval,Destroy,16.4031,735.0000,42
4000,Route Merging Destroy,Destroy,13.8125,700.0000,46
4000,TimeSlackDestroy,Destroy,13.7372,600.0000,40
4000,Random Removal,Destroy,14.3852,550.0000,36
4000,VehicleReductionAwareDestroy,Destroy,14.0031,500.0000,36
4000,ChargingAwareRouteBuilder,Repair,15.3409,775.0000,48
4000,Adaptive Insertion,Repair,13.3487,445.0000,32
4000,Greedy Energy Insertion (Enhanced),Repair,13.3967,480.0000,31
4000,Smart Station Repair,Repair,15.7184,640.0000,39
4000,Regret-3 Repair (Smart Packing),Repair,14.3936,745.0000,50
4200,EnergyCriticalRemoval,Destroy,16.5676,815.0000,50
4200,Route Merging Destroy,Destroy,14.0232,520.0000,36
4200,TimeSlackDestroy,Destroy,13.9266,395.0000,25
4200,Random Removal,Destroy,14.5191,710.0000,49
4200,VehicleReductionAwareDestroy,Destroy,13.9859,580.0000,40
4200,ChargingAwareRouteBuilder,Repair,15.4616,790.0000,48
4200,Adaptive Insertion,Repair,13.4323,625.0000,46
4200,Greedy Energy Insertion (Enhanced),Repair,13.7098,445.0000,30
4200,Smart Station Repair,Repair,15.8222,665.0000,43
4200,Regret-3 Repair (Smart Packing),Repair,14.4696,495.0000,33
4400,EnergyCriticalRemoval,Destroy,16.5275,715.0000,53
4400,Route Merging Destroy,Destroy,14.0864,450.0000,32
4400,TimeSlackDestroy,Destroy,14.2076,610.0000,45
4400,Random Removal,Destroy,14.5147,455.0000,32
4400,VehicleReductionAwareDestroy,Destroy,14.0631,405.0000,38
4400,ChargingAwareRouteBuilder,Repair,15.6111,590.0000,43
4400,Adaptive Insertion,Repair,13.4555,370.0000,36
4400,Greedy Energy Insertion (Enhanced),Repair,13.8783,540.0000,41
4400,Smart Station Repair,Repair,15.7686,630.0000,46
4400,Regret-3 Repair (Smart Packing),Repair,14.5492,505.0000,34
4600,EnergyCriticalRemoval,Destroy,16.0720,830.0000,51
4600,Route Merging Destroy,Destroy,14.0828,540.0000,39
4600,TimeSlackDestroy,Destroy,14.1098,475.0000,37
4600,Random Removal,Destroy,14.4703,465.0000,32
4600,VehicleReductionAwareDestroy,Destroy,13.5523,565.0000,41
4600,ChargingAwareRouteBuilder,Repair,15.3276,645.0000,40
4600,Adaptive Insertion,Repair,12.9788,535.0000,41
4600,Greedy Energy Insertion (Enhanced),Repair,13.7722,390.0000,32
4600,Smart Station Repair,Repair,15.4577,650.0000,43
4600,Regret-3 Repair (Smart Packing),Repair,14.5947,655.0000,44
4800,EnergyCriticalRemoval,Destroy,16.1023,915.0000,55
4800,Route Merging Destroy,Destroy,14.0473,345.0000,23
4800,TimeSlackDestroy,Destroy,13.9190,610.0000,47
4800,Random Removal,Destroy,14.4795,590.0000,39
4800,VehicleReductionAwareDestroy,Destroy,13.5865,525.0000,36
4800,ChargingAwareRouteBuilder,Repair,15.4472,560.0000,38
4800,Adaptive Insertion,Repair,12.9893,645.0000,44
4800,Greedy Energy Insertion (Enhanced),Repair,13.5345,450.0000,35
4800,Smart Station Repair,Repair,15.4064,740.0000,43
4800,Regret-3 Repair (Smart Packing),Repair,14.6385,590.0000,40
5000,EnergyCriticalRemoval,Destroy,16.1824,905.0000,54
5000,Route Merging Destroy,Destroy,14.1902,625.0000,42
5000,TimeSlackDestroy,Destroy,13.7780,525.0000,37
5000,Random Removal,Destroy,14.5768,450.0000,32
5000,VehicleReductionAwareDestroy,Destroy,13.7360,445.0000,35
5000,ChargingAwareRouteBuilder,Repair,15.3406,695.0000,43
5000,Adaptive Insertion,Repair,13.2398,485.0000,36
5000,Greedy Energy Insertion (Enhanced),Repair,13.4329,590.0000,40
5000,Smart Station Repair,Repair,15.6769,615.0000,42
5000,Regret-3 Repair (Smart Packing),Repair,14.6552,565.0000,39
5200,EnergyCriticalRemoval,Destroy,16.2690,925.0000,55
5200,Route Merging Destroy,Destroy,14.2938,585.0000,39
5200,TimeSlackDestroy,Destroy,13.8397,605.0000,40
5200,Random Removal,Destroy,14.4996,405.0000,27
5200,VehicleReductionAwareDestroy,Destroy,13.5828,510.0000,39
5200,ChargingAwareRouteBuilder,Repair,15.4640,690.0000,41
5200,Adaptive Insertion,Repair,13.2747,520.0000,37
5200,Greedy Energy Insertion (Enhanced),Repair,13.6304,530.0000,39
5200,Smart Station Repair,Repair,15.5218,655.0000,39
5200,Regret-3 Repair (Smart Packing),Repair,14.6300,635.0000,44
5400,EnergyCriticalRemoval,Destroy,16.3513,500.0000,28
5400,Route Merging Destroy,Destroy,14.3998,705.0000,47
5400,TimeSlackDestroy,Destroy,14.0325,615.0000,44
5400,Random Removal,Destroy,14.5747,625.0000,42
5400,VehicleReductionAwareDestroy,Destroy,13.5069,600.0000,39
5400,ChargingAwareRouteBuilder,Repair,15.6688,700.0000,46
5400,Adaptive Insertion,Repair,13.3916,540.0000,37
5400,Greedy Energy Insertion (Enhanced),Repair,13.6243,640.0000,46
5400,Smart Station Repair,Repair,15.7127,690.0000,41
5400,Regret-3 Repair (Smart Packing),Repair,14.6003,475.0000,30
5600,EnergyCriticalRemoval,Destroy,16.5772,525.0000,31
5600,Route Merging Destroy,Destroy,14.4898,870.0000,58
5600,TimeSlackDestroy,Destroy,14.0242,510.0000,35
5600,Random Removal,Destroy,14.6206,545.0000,37
5600,VehicleReductionAwareDestroy,Destroy,13.7886,580.0000,39
5600,ChargingAwareRouteBuilder,Repair,15.6011,555.0000,36
5600,Adaptive Insertion,Repair,13.5720,730.0000,47
5600,Greedy Energy Insertion (Enhanced),Repair,13.6676,470.0000,32
5600,Smart Station Repair,Repair,15.8802,530.0000,37
5600,Regret-3 Repair (Smart Packing),Repair,14.7852,745.0000,48
5800,EnergyCriticalRemoval,Destroy,16.6310,695.0000,46
5800,Route Merging Destroy,Destroy,14.5663,495.0000,33
5800,TimeSlackDestroy,Destroy,14.1063,460.0000,32
5800,Random Removal,Destroy,14.6370,610.0000,39
5800,VehicleReductionAwareDestroy,Destroy,13.9510,750.0000,50
5800,ChargingAwareRouteBuilder,Repair,15.5734,705.0000,46
5800,Adaptive Insertion,Repair,13.8660,550.0000,38
5800,Greedy Energy Insertion (Enhanced),Repair,13.8206,525.0000,37
5800,Smart Station Repair,Repair,15.6468,615.0000,38
5800,Regret-3 Repair (Smart Packing),Repair,14.8956,615.0000,41
6000,EnergyCriticalRemoval,Destroy,16.4026,535.0000,39
6000,Route Merging Destroy,Destroy,14.6314,555.0000,37
6000,TimeSlackDestroy,Destroy,14.1466,610.0000,41
6000,Random Removal,Destroy,14.7876,695.0000,45
6000,VehicleReductionAwareDestroy,Destroy,14.1084,565.0000,38
6000,ChargingAwareRouteBuilder,Repair,15.5363,820.0000,53
6000,Adaptive Insertion,Repair,13.9572,435.0000,31
6000,Greedy Energy Insertion (Enhanced),Repair,13.8759,470.0000,32
6000,Smart Station Repair,Repair,15.7274,485.0000,34
6000,Regret-3 Repair (Smart Packing),Repair,14.9112,750.0000,50
6200,EnergyCriticalRemoval,Destroy,15.9999,580.0000,40
6200,Route Merging Destroy,Destroy,14.6867,640.0000,43
6200,TimeSlackDestroy,Destroy,14.2563,515.0000,33
6200,Random Removal,Destroy,14.8861,595.0000,40
6200,VehicleReductionAwareDestroy,Destroy,14.2224,710.0000,44
6200,ChargingAwareRouteBuilder,Repair,15.5266,500.0000,34
6200,Adaptive Insertion,Repair,13.9684,680.0000,48
6200,Greedy Energy Insertion (Enhanced),Repair,13.9976,545.0000,38
6200,Smart Station Repair,Repair,15.5080,700.0000,39
6200,Regret-3 Repair (Smart Packing),Repair,14.9246,615.0000,41
6400,EnergyCriticalRemoval,Destroy,15.7749,490.0000,29
6400,Route Merging Destroy,Destroy,14.7162,615.0000,42
6400,TimeSlackDestroy,Destroy,14.4588,645.0000,44
6400,Random Removal,Destroy,14.8845,655.0000,44
6400,VehicleReductionAwareDestroy,Destroy,14.5095,625.0000,41
6400,ChargingAwareRouteBuilder,Repair,15.4035,690.0000,45
6400,Adaptive Insertion,Repair,13.9982,535.0000,36
6400,Greedy Energy Insertion (Enhanced),Repair,14.0493,540.0000,36
6400,Smart Station Repair,Repair,15.8741,560.0000,36
6400,Regret-3 Repair (Smart Packing),Repair,14.9359,705.0000,47
6600,EnergyCriticalRemoval,Destroy,15.9432,610.0000,38
6600,Route Merging Destroy,Destroy,14.7052,630.0000,42
6600,TimeSlackDestroy,Destroy,14.4888,540.0000,35
6600,Random Removal,Destroy,14.8847,680.0000,45
6600,VehicleReductionAwareDestroy,Destroy,14.6196,590.0000,40
6600,ChargingAwareRouteBuilder,Repair,15.3930,585.0000,36
6600,Adaptive Insertion,Repair,14.1276,720.0000,49
6600,Greedy Energy Insertion (Enhanced),Repair,14.1919,600.0000,41
6600,Smart Station Repair,Repair,15.8263,590.0000,36
6600,Regret-3 Repair (Smart Packing),Repair,14.9455,555.0000,38
6800,EnergyCriticalRemoval,Destroy,15.9596,685.0000,40
6800,Route Merging Destroy,Destroy,14.7494,570.0000,38
6800,TimeSlackDestroy,Destroy,14.6298,560.0000,36
6800,Random Removal,Destroy,14.9187,535.0000,40
6800,VehicleReductionAwareDestroy,Destroy,14.6392,675.0000,46
6800,ChargingAwareRouteBuilder,Repair,15.5215,490.0000,32
6800,Adaptive Insertion,Repair,14.2125,575.0000,40
6800,Greedy Energy Insertion (Enhanced),Repair,14.2583,610.0000,40
6800,Smart Station Repair,Repair,15.9107,750.0000,48
6800,Regret-3 Repair (Smart Packing),Repair,14.8945,600.0000,40
7000,EnergyCriticalRemoval,Destroy,16.1344,465.0000,38
7000,Route Merging Destroy,Destroy,14.7870,495.0000,39
7000,TimeSlackDestroy,Destroy,14.7686,585.0000,41
7000,Random Removal,Destroy,14.6871,490.0000,35
7000,VehicleReductionAwareDestroy,Destroy,14.6444,755.0000,47
7000,ChargingAwareRouteBuilder,Repair,15.4902,415.0000,34
7000,Adaptive Insertion,Repair,14.2369,545.0000,35
7000,Greedy Energy Insertion (Enhanced),Repair,14.4070,575.0000,44
7000,Smart Station Repair,Repair,15.8679,640.0000,45
7000,Regret-3 Repair (Smart Packing),Repair,14.9103,615.0000,42
7200,EnergyCriticalRemoval,Destroy,15.5498,765.0000,43
7200,Route Merging Destroy,Destroy,14.4728,660.0000,45
7200,TimeSlackDestroy,Destroy,14.6936,565.0000,40
7200,Random Removal,Destroy,14.5841,540.0000,38
7200,VehicleReductionAwareDestroy,Destroy,14.8573,465.0000,34
7200,ChargingAwareRouteBuilder,Repair,14.9975,755.0000,48
7200,Adaptive Insertion,Repair,14.4371,500.0000,34
7200,Greedy Energy Insertion (Enhanced),Repair,14.2062,405.0000,28
7200,Smart Station Repair,Repair,15.6210,685.0000,47
7200,Regret-3 Repair (Smart Packing),Repair,14.8702,650.0000,43
7400,EnergyCriticalRemoval,Destroy,15.8859,730.0000,44
7400,Route Merging Destroy,Destroy,14.5019,555.0000,38
7400,TimeSlackDestroy,Destroy,14.6083,535.0000,41
7400,Random Removal,Destroy,14.5280,585.0000,38
7400,VehicleReductionAwareDestroy,Destroy,14.6802,555.0000,39
7400,ChargingAwareRouteBuilder,Repair,15.1073,590.0000,37
7400,Adaptive Insertion,Repair,14.4774,545.0000,38
7400,Greedy Energy Insertion (Enhanced),Repair,14.2449,455.0000,34
7400,Smart Station Repair,Repair,15.4640,715.0000,47
7400,Regret-3 Repair (Smart Packing),Repair,14.9071,655.0000,44
7600,EnergyCriticalRemoval,Destroy,15.9917,330.0000,34
7600,Route Merging Destroy,Destroy,14.5174,645.0000,44
7600,TimeSlackDestroy,Destroy,14.3744,555.0000,39
7600,Random Removal,Destroy,14.6580,715.0000,46
7600,VehicleReductionAwareDestroy,Destroy,14.6128,455.0000,37
7600,ChargingAwareRouteBuilder,Repair,15.2331,500.0000,40
7600,Adaptive Insertion,Repair,14.4571,350.0000,31
7600,Greedy Energy Insertion (Enhanced),Repair,14.1155,415.0000,30
7600,Smart Station Repair,Repair,15.4263,745.0000,51
7600,Regret-3 Repair (Smart Packing),Repair,14.9040,690.0000,48
7800,EnergyCriticalRemoval,Destroy,15.0488,565.0000,37
7800,Route Merging Destroy,Destroy,14.5387,720.0000,49
7800,TimeSlackDestroy,Destroy,14.3528,595.0000,43
7800,Random Removal,Destroy,14.7909,575.0000,36
7800,VehicleReductionAwareDestroy,Destroy,14.2655,505.0000,35
7800,ChargingAwareRouteBuilder,Repair,14.8231,880.0000,53
7800,Adaptive Insertion,Repair,13.9821,435.0000,33
7800,Greedy Energy Insertion (Enhanced),Repair,14.0732,515.0000,38
7800,Smart Station Repair,Repair,15.3036,540.0000,36
7800,Regret-3 Repair (Smart Packing),Repair,14.8246,590.0000,40
8000,EnergyCriticalRemoval,Destroy,15.0820,645.0000,38
8000,Route Merging Destroy,Destroy,14.5619,510.0000,35
8000,TimeSlackDestroy,Destroy,14.2755,480.0000,39
8000,Random Removal,Destroy,14.9681,670.0000,45
8000,VehicleReductionAwareDestroy,Destroy,14.2899,635.0000,43
8000,ChargingAwareRouteBuilder,Repair,15.0902,550.0000,36
8000,Adaptive Insertion,Repair,13.8621,585.0000,37
8000,Greedy Energy Insertion (Enhanced),Repair,13.9951,690.0000,52
8000,Smart Station Repair,Repair,15.2580,605.0000,41
8000,Regret-3 Repair (Smart Packing),Repair,14.8134,510.0000,34
8200,EnergyCriticalRemoval,Destroy,15.3658,775.0000,39
8200,Route Merging Destroy,Destroy,14.5634,585.0000,40
8200,TimeSlackDestroy,Destroy,13.9803,515.0000,36
8200,Random Removal,Destroy,14.9562,670.0000,45
8200,VehicleReductionAwareDestroy,Destroy,14.3616,500.0000,40
8200,ChargingAwareRouteBuilder,Repair,15.1183,610.0000,37
8200,Adaptive Insertion,Repair,14.1544,490.0000,38
8200,Greedy Energy Insertion (Enhanced),Repair,13.8862,570.0000,42
8200,Smart Station Repair,Repair,15.1827,785.0000,43
8200,Regret-3 Repair (Smart Packing),Repair,14.8414,590.0000,40
8400,EnergyCriticalRemoval,Destroy,16.0417,530.0000,35
8400,Route Merging Destroy,Destroy,14.5726,555.0000,40
8400,TimeSlackDestroy,Destroy,14.0291,635.0000,43
8400,Random Removal,Destroy,14.9461,670.0000,44
8400,VehicleReductionAwareDestroy,Destroy,14.0823,575.0000,38
8400,ChargingAwareRouteBuilder,Repair,15.3236,710.0000,44
8400,Adaptive Insertion,Repair,13.9654,595.0000,41
8400,Greedy Energy Insertion (Enhanced),Repair,13.8390,410.0000,31
8400,Smart Station Repair,Repair,15.6437,710.0000,48
8400,Regret-3 Repair (Smart Packing),Repair,14.8277,540.0000,36
8600,EnergyCriticalRemoval,Destroy,15.9068,735.0000,39
8600,Route Merging Destroy,Destroy,14.4680,705.0000,47
8600,TimeSlackDestroy,Destroy,14.1399,480.0000,37
8600,Random Removal,Destroy,14.9883,520.0000,35
8600,VehicleReductionAwareDestroy,Destroy,14.2397,665.0000,42
8600,ChargingAwareRouteBuilder,Repair,15.4455,475.0000,35
8600,Adaptive Insertion,Repair,14.0474,515.0000,36
8600,Greedy Energy Insertion (Enhanced),Repair,13.7470,390.0000,26
8600,Smart Station Repair,Repair,15.5159,970.0000,52
8600,Regret-3 Repair (Smart Packing),Repair,14.8536,755.0000,51
8800,EnergyCriticalRemoval,Destroy,16.3477,550.0000,41
8800,Route Merging Destroy,Destroy,14.5478,600.0000,41
8800,TimeSlackDestroy,Destroy,13.9648,550.0000,36
8800,Random Removal,Destroy,14.9686,710.0000,48
8800,VehicleReductionAwareDestroy,Destroy,14.4788,495.0000,34
8800,ChargingAwareRouteBuilder,Repair,15.1644,480.0000,33
8800,Adaptive Insertion,Repair,14.0862,490.0000,35
8800,Greedy Energy Insertion (Enhanced),Repair,13.9350,645.0000,46
