instance,n_customers,n_stations,horizon,battery,capacity,charge_rate_g,tw_min,tw_max,tw_mean,tw_median,tw_tight_pct,tw_medium_pct,tw_wide_pct,total_demand,demand_mean,demand_max,demand_density,min_veh_demand,tw_looseness,battery_ratio,demand_per_cap,full_charge_time,charge_burden,spatial_spread,avg_nn_dist,avg_dist_to_station,stations_reachable,avg_stations_reachable_from_cust,complexity_score,tw_class,cap_class,suggested_vrFreq_multiplier,suggested_station_topK,suggested_frv_attempts_scale
r103_21,100,21,230.0,62.14,200.0,0.48,10.0,215.0,102.52,176.0,0.5,0.5,0.0,1458.0,14.58,41.0,7.29,8,0.4457391304347826,0.27017391304347826,0.0729,29.827199999999998,0.12968347826086957,24.91597558243783,5.2106983823593005,6.74506225715273,21,8.53,3.596678260869565,WIDE,MED,1.71,1,0.77
r104C5,5,3,230.0,60.63,200.0,0.49,10.0,202.0,120.2,180.0,0.4,0.6,0.0,86.0,17.2,26.0,0.43,1,0.5226086956521739,0.26360869565217393,0.086,29.7087,0.12916826086956523,21.92818263146475,14.75978527346947,14.445566062857608,3,2.0,3.7912391304347826,WIDE,MED,1.81,1,0.53
r104_21,100,21,230.0,67.15,200.0,0.45,10.0,215.0,148.71,192.0,0.25,0.75,0.0,1458.0,14.58,41.0,7.29,8,0.6465652173913043,0.29195652173913045,0.0729,30.217500000000005,0.13138043478260872,24.91597558243783,5.2106983823593005,6.74506225715273,21,9.61,4.231830434782609,WIDE,MED,2.02,1,0.77
r105C15,15,6,230.0,60.63,200.0,0.49,30.0,30.0,30.0,30.0,1.0,0.0,0.0,211.0,14.066666666666666,41.0,1.055,2,0.13043478260869565,0.26360869565217393,0.07033333333333333,29.7087,0.12916826086956523,23.679808510492943,10.926801958956867,9.495865808742739,6,2.7333333333333334,2.646050724637681,MEDIUM,MED,1.26,1,0.57
r105C5,5,3,230.0,60.63,200.0,0.49,30.0,30.0,30.0,30.0,1.0,0.0,0.0,58.0,11.6,20.0,0.29,1,0.13043478260869565,0.26360869565217393,0.058,29.7087,0.12916826086956523,20.25224870192206,19.035829784111417,12.117368345502735,3,2.2,2.670717391304348,MEDIUM,MED,1.27,1,0.53
r105_21,100,21,230.0,62.14,200.0,0.48,30.0,30.0,30.0,30.0,1.0,0.0,0.0,1458.0,14.58,41.0,7.29,8,0.13043478260869565,0.27017391304347826,0.0729,29.827199999999998,0.12968347826086957,24.91597558243783,5.2106983823593005,6.74506225715273,21,8.53,2.6507652173913043,MEDIUM,MED,1.26,1,0.77
r106_21,100,21,230.0,62.6,200.0,0.48,30.0,215.0,71.55,30.0,0.75,0.25,0.0,1458.0,14.58,41.0,7.29,8,0.3110869565217391,0.27217391304347827,0.0729,30.048,0.13064347826086956,24.91597558243783,5.2106983823593005,6.74506225715273,21,8.6,3.195721739130435,WIDE,MED,1.52,1,0.77
r107_21,100,21,230.0,66.28,200.0,0.45,30.0,215.0,112.52,176.0,0.5,0.5,0.0,1458.0,14.58,41.0,7.29,8,0.4892173913043478,0.2881739130434783,0.0729,29.826,0.12967826086956522,24.91597558243783,5.2106983823593005,6.74506225715273,21,9.42,3.7541130434782612,WIDE,MED,1.79,1,0.77
r108_21,100,21,230.0,64.06,200.0,0.47,30.0,215.0,153.71,192.0,0.25,0.75,0.0,1458.0,14.58,41.0,7.29,8,0.6683043478260869,0.2785217391304348,0.0729,30.1082,0.13090521739130434,24.91597558243783,5.2106983823593005,6.74506225715273,21,8.89,4.276895652173913,WIDE,MED,2.04,1,0.77
r109_21,100,21,230.0,65.17,200.0,0.46,38.0,86.0,61.71,62.0,1.0,0.0,0.0,1458.0,14.58,41.0,7.29,8,0.268304347826087,0.2833478260869565,0.0729,29.9782,0.13034,24.91597558243783,5.2106983823593005,6.74506225715273,21,9.1,3.084134782608696,WIDE,MED,1.47,1,0.77
r110_21,100,21,230.0,67.12,200.0,0.45,0.0,184.0,97.14,98.0,0.95,0.05,0.0,1458.0,14.58,41.0,7.29,8,0.42234782608695653,0.29182608695652174,0.0729,30.204000000000004,0.1313217391304348,24.91597558243783,5.2106983823593005,6.74506225715273,21,9.61,3.5589826086956524,WIDE,MED,1.69,1,0.77
r111_21,100,21,230.0,65.8,200.0,0.46,0.0,184.0,98.0,100.0,0.9,0.1,0.0,1458.0,14.58,41.0,7.29,8,0.4260869565217391,0.2860869565217391,0.0729,30.268,0.1316,24.91597558243783,5.2106983823593005,6.74506225715273,21,9.27,3.561591304347826,WIDE,MED,1.7,1,0.77
r112_21,100,21,230.0,65.48,200.0,0.46,74.0,170.0,122.85,122.0,0.95,0.05,0.0,1458.0,14.58,41.0,7.29,8,0.5341304347826087,0.28469565217391307,0.0729,30.120800000000003,0.13096000000000002,24.91597558243783,5.2106983823593005,6.74506225715273,21,9.17,3.883634782608696,WIDE,MED,1.85,1,0.77
r201C10,10,4,1000.0,60.63,1000.0,0.49,30.0,218.0,123.6,134.0,0.9,0.1,0.0,181.0,18.1,27.0,0.181,1,0.12359999999999999,0.06063,0.0181,29.7087,0.0297087,19.090235300802213,13.120654163236111,11.766871527770942,4,2.6,2.425545,MEDIUM,HIGH,1.16,3,0.53
r201_21,100,21,1000.0,187.86,1000.0,0.16,30.0,222.0,127.57,128.0,0.77,0.23,0.0,1458.0,14.58,41.0,1.458,2,0.12757,0.18786000000000003,0.01458,30.057600000000004,0.030057600000000004,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,2.63534,MEDIUM,HIGH,1.25,1,0.57
r202C15,15,6,1000.0,60.63,1000.0,0.49,38.0,968.0,415.6666666666667,180.0,0.4666666666666667,0.2,0.3333333333333333,261.0,17.4,41.0,0.261,1,0.4156666666666667,0.06063,0.0174,29.7087,0.0297087,26.358684831399444,11.62262274929637,11.977693152003647,6,2.8,3.303145,WIDE,HIGH,1.57,3,0.53
r202C5,5,3,1000.0,60.63,1000.0,0.49,110.0,968.0,464.6,148.0,0.6,0.0,0.4,61.0,12.2,25.0,0.061,1,0.4646,0.06063,0.0122,29.7087,0.0297087,20.196238238222133,21.807318126350175,13.726743140386443,3,2.2,3.4603450000000002,WIDE,HIGH,1.65,3,0.53
r202_21,100,21,1000.0,238.34,1000.0,0.13,30.0,985.0,338.59,146.0,0.55,0.2,0.25,1458.0,14.58,41.0,1.458,2,0.33859,0.23834,0.01458,30.9842,0.0309842,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,3.3441199999999998,WIDE,HIGH,1.59,1,0.57
r203C10,10,5,1000.0,60.63,1000.0,0.49,161.0,977.0,729.6,959.0,0.0,0.3,0.7,109.0,10.9,26.0,0.109,1,0.7296,0.06063,0.0109,29.7087,0.0297087,25.929595677860185,13.735493360136942,12.273003943456171,5,2.4,4.257944999999999,WIDE,HIGH,2.03,3,0.53
r203C5,5,4,1000.0,60.63,1000.0,0.49,92.0,974.0,618.0,946.0,0.4,0.0,0.6,83.0,16.6,30.0,0.083,1,0.618,0.06063,0.0166,29.7087,0.0297087,25.3492267280279,25.049434831171773,15.591033457956224,4,1.8,3.9117450000000002,WIDE,HIGH,1.86,3,0.53
r203_21,100,21,1000.0,187.9,1000.0,0.16,30.0,985.0,545.9,946.0,0.37,0.13,0.5,1458.0,14.58,41.0,1.458,2,0.5458999999999999,0.1879,0.01458,30.064,0.030064,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,3.8903899999999996,WIDE,HIGH,1.85,1,0.57
r204_21,100,21,1000.0,247.66,1000.0,0.12,30.0,985.0,755.18,962.0,0.17,0.08,0.75,1458.0,14.58,41.0,1.458,2,0.75518,0.24766,0.01458,29.719199999999997,0.029719199999999998,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,4.607869999999999,WIDE,HIGH,2.19,1,0.57
r205_21,100,21,1000.0,198.88,1000.0,0.15,240.0,240.0,240.0,240.0,0.0,1.0,0.0,1458.0,14.58,41.0,1.458,2,0.24,0.19888,0.01458,29.831999999999997,0.029831999999999997,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,2.9891599999999996,MEDIUM,HIGH,1.42,1,0.57
r206_21,100,21,1000.0,181.23,1000.0,0.17,240.0,985.0,421.55,240.0,0.0,0.75,0.25,1458.0,14.58,41.0,1.458,2,0.42155000000000004,0.18123,0.01458,30.8091,0.030809100000000002,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,3.507335,WIDE,HIGH,1.67,1,0.57
r207_21,100,21,1000.0,267.18,1000.0,0.11,240.0,985.0,602.52,946.0,0.0,0.5,0.5,1458.0,14.58,41.0,1.458,2,0.60252,0.26718000000000003,0.01458,29.3898,0.0293898,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,4.179169999999999,WIDE,HIGH,1.99,1,0.57
r208_21,100,21,1000.0,218.03,1000.0,0.14,240.0,985.0,783.71,962.0,0.0,0.25,0.75,1458.0,14.58,41.0,1.458,2,0.78371,0.21803,0.01458,30.524200000000004,0.030524200000000005,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,4.649015,WIDE,HIGH,2.21,1,0.57
r209C15,15,5,1000.0,60.63,1000.0,0.49,28.0,582.0,370.73333333333335,386.0,0.06666666666666667,0.4666666666666667,0.4666666666666667,247.0,16.466666666666665,27.0,0.247,1,0.37073333333333336,0.06063,0.016466666666666668,29.7087,0.0297087,23.07919761967099,11.173458495009417,12.886259065278912,5,2.4,3.170211666666667,WIDE,HIGH,1.51,3,0.53
r209_21,100,21,1000.0,181.83,1000.0,0.16,0.0,758.0,382.02,382.0,0.03,0.56,0.41,1458.0,14.58,41.0,1.458,2,0.38201999999999997,0.18183000000000002,0.01458,29.092800000000004,0.029092800000000005,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,3.389645,WIDE,HIGH,1.61,1,0.57
r210_21,100,21,1000.0,187.87,1000.0,0.16,0.0,954.0,429.9,428.0,0.08,0.38,0.54,1458.0,14.58,41.0,1.458,2,0.4299,0.18787,0.01458,30.0592,0.0300592,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,3.5423449999999996,WIDE,HIGH,1.69,1,0.57
r211_21,100,21,1000.0,265.71,1000.0,0.11,313.0,648.0,483.81,484.0,0.0,0.08,0.92,1458.0,14.58,41.0,1.458,2,0.48381,0.26571,0.01458,29.228099999999998,0.029228099999999996,24.91597558243783,5.2106983823593005,6.74506225715273,21,21.0,3.820835,WIDE,HIGH,1.82,1,0.57
rc101_21,100,21,240.0,79.69,200.0,0.38,30.0,30.0,30.0,30.0,1.0,0.0,0.0,1724.0,17.24,40.0,8.62,9,0.125,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,2.7006625,MEDIUM,MED,1.29,1,0.8
rc102C10,10,4,240.0,77.75,200.0,0.39,30.0,210.0,48.0,30.0,0.9,0.1,0.0,181.0,18.1,40.0,0.905,1,0.2,0.32395833333333335,0.0905,30.3225,0.12634375,30.28879625256394,20.65238586233019,22.0415896194207,4,2.2,2.9049375,MEDIUM,MED,1.38,1,0.53
rc102_21,100,21,240.0,79.69,200.0,0.38,30.0,217.0,71.45,30.0,0.75,0.25,0.0,1724.0,17.24,40.0,8.62,9,0.29770833333333335,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,3.2187875,WIDE,MED,1.53,1,0.8
rc103C15,15,5,240.0,77.75,200.0,0.39,30.0,210.0,108.4,30.0,0.5333333333333333,0.4666666666666667,0.0,204.0,13.6,30.0,1.02,2,0.4516666666666667,0.32395833333333335,0.068,30.3225,0.12634375,29.580385583572777,10.18106543635512,12.056400843390776,5,1.9333333333333333,3.7049375,WIDE,MED,1.76,1,0.57
rc103_21,100,21,240.0,79.69,200.0,0.38,30.0,222.0,111.86,158.0,0.5,0.5,0.0,1724.0,17.24,40.0,8.62,9,0.46608333333333335,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,3.7239125,WIDE,MED,1.77,1,0.8
rc104_21,100,21,240.0,79.69,200.0,0.38,30.0,222.0,154.22,190.0,0.25,0.75,0.0,1724.0,17.24,40.0,8.62,9,0.6425833333333333,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,4.2534125,WIDE,MED,2.03,1,0.8
rc105C5,5,4,240.0,77.75,200.0,0.39,36.0,101.0,58.4,50.0,1.0,0.0,0.0,145.0,29.0,40.0,0.725,1,0.24333333333333332,0.32395833333333335,0.145,30.3225,0.12634375,26.074877312685846,25.528612296202976,13.684236458328083,4,2.6,2.9259375,MEDIUM,MED,1.39,1,0.53
rc105_21,100,21,240.0,79.69,200.0,0.38,0.0,152.0,57.92,58.0,0.99,0.01,0.0,1724.0,17.24,40.0,8.62,9,0.24133333333333334,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,3.0496624999999997,MEDIUM,MED,1.45,1,0.8
rc106_21,100,21,240.0,79.69,200.0,0.38,60.0,60.0,60.0,60.0,1.0,0.0,0.0,1724.0,17.24,40.0,8.62,9,0.25,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,3.0756625,WIDE,MED,1.46,1,0.8
rc107_21,100,21,240.0,79.69,200.0,0.38,23.0,167.0,94.71,96.0,0.99,0.01,0.0,1724.0,17.24,40.0,8.62,9,0.39462499999999995,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,3.5095375,WIDE,MED,1.67,1,0.8
rc108C10,10,4,240.0,77.75,200.0,0.39,72.0,158.0,115.6,118.0,0.8,0.2,0.0,146.0,14.6,30.0,0.73,1,0.48166666666666663,0.32395833333333335,0.073,30.3225,0.12634375,29.48334711522579,19.483665905469405,17.32837709391921,4,1.9,3.7849375,WIDE,MED,1.8,1,0.53
rc108C15,15,5,240.0,77.75,200.0,0.39,93.0,154.0,119.33333333333333,118.0,0.9333333333333333,0.06666666666666667,0.0,277.0,18.466666666666665,40.0,1.385,2,0.4972222222222222,0.32395833333333335,0.09233333333333334,30.3225,0.12634375,33.02398362754531,9.512709845837946,17.307482014431173,5,2.4,3.7929374999999994,WIDE,MED,1.81,1,0.57
rc108C5,5,4,240.0,77.75,200.0,0.39,73.0,130.0,99.2,94.0,1.0,0.0,0.0,109.0,21.8,35.0,0.545,1,0.41333333333333333,0.32395833333333335,0.109,30.3225,0.12634375,36.578069828172374,27.805060996336426,14.988315173750241,4,1.6,3.5079375,WIDE,MED,1.67,1,0.53
rc108_21,100,21,240.0,79.69,200.0,0.38,43.0,187.0,112.6,112.0,0.94,0.06,0.0,1724.0,17.24,40.0,8.62,9,0.4691666666666666,0.3320416666666667,0.0862,30.2822,0.12617583333333332,32.69259760473897,4.6244264589413175,9.163183007403301,21,8.67,3.7331624999999997,WIDE,MED,1.78,1,0.8
rc201C10,10,4,960.0,77.75,1000.0,0.39,120.0,120.0,120.0,120.0,1.0,0.0,0.0,160.0,16.0,40.0,0.16,1,0.125,0.08098958333333334,0.016,30.3225,0.0315859375,25.63413905331314,15.25052955682369,14.595615050934393,4,2.6,2.464484375,MEDIUM,HIGH,1.17,3,0.53
