Segment,OperatorName,Type,Weight,Score,UsageCount
4400,Random Removal,Destroy,15.3411,635.0000,43
4400,VehicleReductionAwareDestroy,Destroy,14.6211,585.0000,39
4400,ChargingAwareRouteBuilder,Repair,15.2475,380.0000,24
4400,Adaptive Insertion,Repair,14.9191,680.0000,47
4400,Greedy Energy Insertion (Enhanced),Repair,14.4937,610.0000,41
4400,Smart Station Repair,Repair,16.6611,665.0000,42
4400,Regret-3 Repair (Smart Packing),Repair,14.8042,690.0000,46
4600,EnergyCriticalRemoval,Destroy,16.8320,915.0000,51
4600,Route Merging Destroy,Destroy,14.3716,500.0000,34
4600,TimeSlackDestroy,Destroy,14.8728,620.0000,39
4600,Random Removal,Destroy,15.2550,650.0000,42
4600,VehicleReductionAwareDestroy,Destroy,14.6780,510.0000,34
4600,ChargingAwareRouteBuilder,Repair,15.3353,555.0000,36
4600,Adaptive Insertion,Repair,14.8515,700.0000,42
4600,Greedy Energy Insertion (Enhanced),Repair,14.5514,620.0000,40
4600,Smart Station Repair,Repair,16.5369,740.0000,43
4600,Regret-3 Repair (Smart Packing),Repair,14.8336,580.0000,39
4800,EnergyCriticalRemoval,Destroy,16.9984,800.0000,46
4800,Route Merging Destroy,Destroy,14.4218,635.0000,41
4800,TimeSlackDestroy,Destroy,15.0265,575.0000,33
4800,Random Removal,Destroy,15.2882,605.0000,38
4800,VehicleReductionAwareDestroy,Destroy,14.7263,630.0000,42
4800,ChargingAwareRouteBuilder,Repair,15.3475,530.0000,36
4800,Adaptive Insertion,Repair,15.1238,590.0000,37
4800,Greedy Energy Insertion (Enhanced),Repair,14.6937,745.0000,42
4800,Smart Station Repair,Repair,16.6378,775.0000,44
4800,Regret-3 Repair (Smart Packing),Repair,14.8393,605.0000,41
5000,EnergyCriticalRemoval,Destroy,17.0573,660.0000,41
5000,Route Merging Destroy,Destroy,14.5817,710.0000,43
5000,TimeSlackDestroy,Destroy,15.3862,660.0000,41
5000,Random Removal,Destroy,15.3831,510.0000,36
5000,VehicleReductionAwareDestroy,Destroy,14.7673,585.0000,39
5000,ChargingAwareRouteBuilder,Repair,15.2537,615.0000,33
5000,Adaptive Insertion,Repair,15.2471,625.0000,41
5000,Greedy Energy Insertion (Enhanced),Repair,15.1503,520.0000,35
5000,Smart Station Repair,Repair,16.7842,700.0000,46
5000,Regret-3 Repair (Smart Packing),Repair,14.8268,665.0000,45
5200,EnergyCriticalRemoval,Destroy,16.9134,725.0000,46
5200,Route Merging Destroy,Destroy,14.8712,490.0000,35
5200,TimeSlackDestroy,Destroy,15.4929,775.0000,44
5200,Random Removal,Destroy,15.2007,510.0000,34
5200,VehicleReductionAwareDestroy,Destroy,14.8022,615.0000,41
5200,ChargingAwareRouteBuilder,Repair,15.7611,610.0000,35
5200,Adaptive Insertion,Repair,15.2466,645.0000,43
5200,Greedy Energy Insertion (Enhanced),Repair,15.1064,570.0000,38
5200,Smart Station Repair,Repair,16.5492,625.0000,39
5200,Regret-3 Repair (Smart Packing),Repair,14.8195,665.0000,45
5400,EnergyCriticalRemoval,Destroy,16.7405,800.0000,49
5400,Route Merging Destroy,Destroy,14.7405,620.0000,37
5400,TimeSlackDestroy,Destroy,15.8110,555.0000,37
5400,Random Removal,Destroy,15.1706,555.0000,36
5400,VehicleReductionAwareDestroy,Destroy,14.8319,615.0000,41
5400,ChargingAwareRouteBuilder,Repair,16.0113,660.0000,36
5400,Adaptive Insertion,Repair,15.2096,555.0000,38
5400,Greedy Energy Insertion (Enhanced),Repair,15.0904,655.0000,42
5400,Smart Station Repair,Repair,16.4706,600.0000,39
5400,Regret-3 Repair (Smart Packing),Repair,14.8132,675.0000,45
5600,EnergyCriticalRemoval,Destroy,16.6784,850.0000,54
5600,Route Merging Destroy,Destroy,15.0429,555.0000,37
5600,TimeSlackDestroy,Destroy,15.6893,570.0000,35
5600,Random Removal,Destroy,15.2075,580.0000,37
5600,VehicleReductionAwareDestroy,Destroy,14.8571,555.0000,37
5600,ChargingAwareRouteBuilder,Repair,16.3596,645.0000,40
5600,Adaptive Insertion,Repair,15.1190,665.0000,42
5600,Greedy Energy Insertion (Enhanced),Repair,15.1661,435.0000,30
5600,Smart Station Repair,Repair,16.3077,840.0000,53
5600,Regret-3 Repair (Smart Packing),Repair,14.8412,525.0000,35
5800,EnergyCriticalRemoval,Destroy,16.5377,640.0000,40
5800,Route Merging Destroy,Destroy,15.0365,495.0000,34
5800,TimeSlackDestroy,Destroy,15.7788,685.0000,46
5800,Random Removal,Destroy,15.2777,570.0000,38
5800,VehicleReductionAwareDestroy,Destroy,14.8785,630.0000,42
5800,ChargingAwareRouteBuilder,Repair,16.3244,510.0000,31
5800,Adaptive Insertion,Repair,15.2261,585.0000,41
5800,Greedy Energy Insertion (Enhanced),Repair,15.0662,695.0000,49
5800,Smart Station Repair,Repair,16.2389,600.0000,37
5800,Regret-3 Repair (Smart Packing),Repair,14.8650,630.0000,42
6000,EnergyCriticalRemoval,Destroy,16.4571,995.0000,49
6000,Route Merging Destroy,Destroy,14.9648,625.0000,48
6000,TimeSlackDestroy,Destroy,15.6457,555.0000,39
6000,Random Removal,Destroy,15.2361,560.0000,36
6000,VehicleReductionAwareDestroy,Destroy,14.8968,420.0000,28
6000,ChargingAwareRouteBuilder,Repair,16.3435,705.0000,42
6000,Adaptive Insertion,Repair,15.0824,435.0000,33
6000,Greedy Energy Insertion (Enhanced),Repair,14.9338,575.0000,41
6000,Smart Station Repair,Repair,16.2355,720.0000,36
6000,Regret-3 Repair (Smart Packing),Repair,14.8853,720.0000,48
6200,EnergyCriticalRemoval,Destroy,17.0344,925.0000,52
6200,Route Merging Destroy,Destroy,14.6732,520.0000,31
6200,TimeSlackDestroy,Destroy,15.4334,580.0000,33
6200,Random Removal,Destroy,15.2840,785.0000,47
6200,VehicleReductionAwareDestroy,Destroy,14.9122,555.0000,37
6200,ChargingAwareRouteBuilder,Repair,16.4098,905.0000,46
6200,Adaptive Insertion,Repair,14.7974,605.0000,42
6200,Greedy Energy Insertion (Enhanced),Repair,14.7974,520.0000,33
6200,Smart Station Repair,Repair,16.8002,825.0000,45
6200,Regret-3 Repair (Smart Packing),Repair,14.9025,510.0000,34
6400,EnergyCriticalRemoval,Destroy,17.1475,575.0000,40
6400,Route Merging Destroy,Destroy,14.9884,590.0000,42
6400,TimeSlackDestroy,Destroy,15.7548,745.0000,49
6400,Random Removal,Destroy,15.4967,595.0000,38
6400,VehicleReductionAwareDestroy,Destroy,14.9254,465.0000,31
6400,ChargingAwareRouteBuilder,Repair,16.8994,615.0000,43
6400,Adaptive Insertion,Repair,14.7385,550.0000,37
6400,Greedy Energy Insertion (Enhanced),Repair,14.9414,500.0000,33
6400,Smart Station Repair,Repair,17.0302,765.0000,51
6400,Regret-3 Repair (Smart Packing),Repair,14.9171,540.0000,36
6600,EnergyCriticalRemoval,Destroy,16.7317,715.0000,39
6600,Route Merging Destroy,Destroy,14.8473,555.0000,36
6600,TimeSlackDestroy,Destroy,15.6722,755.0000,47
6600,Random Removal,Destroy,15.5209,685.0000,44
6600,VehicleReductionAwareDestroy,Destroy,14.9366,510.0000,34
6600,ChargingAwareRouteBuilder,Repair,16.5099,735.0000,41
6600,Adaptive Insertion,Repair,14.7574,550.0000,37
6600,Greedy Energy Insertion (Enhanced),Repair,14.9729,550.0000,36
6600,Smart Station Repair,Repair,16.7256,815.0000,48
6600,Regret-3 Repair (Smart Packing),Repair,14.9296,570.0000,38
6800,EnergyCriticalRemoval,Destroy,16.9719,720.0000,39
6800,Route Merging Destroy,Destroy,14.9327,460.0000,31
6800,TimeSlackDestroy,Destroy,15.7309,605.0000,44
6800,Random Removal,Destroy,15.5280,710.0000,43
6800,VehicleReductionAwareDestroy,Destroy,14.9461,645.0000,43
6800,ChargingAwareRouteBuilder,Repair,16.7224,570.0000,38
6800,Adaptive Insertion,Repair,14.7735,485.0000,36
6800,Greedy Energy Insertion (Enhanced),Repair,15.0187,605.0000,40
6800,Smart Station Repair,Repair,16.7637,955.0000,51
6800,Regret-3 Repair (Smart Packing),Repair,14.9401,525.0000,35
7000,EnergyCriticalRemoval,Destroy,17.1954,845.0000,46
7000,Route Merging Destroy,Destroy,14.9186,485.0000,34
7000,TimeSlackDestroy,Destroy,15.4338,660.0000,39
7000,Random Removal,Destroy,15.6755,675.0000,47
7000,VehicleReductionAwareDestroy,Destroy,14.9542,510.0000,34
7000,ChargingAwareRouteBuilder,Repair,16.4640,800.0000,39
7000,Adaptive Insertion,Repair,14.5783,600.0000,40
7000,Greedy Energy Insertion (Enhanced),Repair,15.0346,685.0000,50
7000,Smart Station Repair,Repair,17.0579,630.0000,40
7000,Regret-3 Repair (Smart Packing),Repair,14.9491,460.0000,31
7200,EnergyCriticalRemoval,Destroy,17.3715,600.0000,36
7200,Route Merging Destroy,Destroy,14.8205,700.0000,48
7200,TimeSlackDestroy,Destroy,15.6572,750.0000,43
7200,Random Removal,Destroy,15.4785,665.0000,45
7200,VehicleReductionAwareDestroy,Destroy,14.9611,420.0000,28
7200,ChargingAwareRouteBuilder,Repair,17.0714,665.0000,41
7200,Adaptive Insertion,Repair,14.6416,570.0000,37
7200,Greedy Energy Insertion (Enhanced),Repair,14.8344,560.0000,41
7200,Smart Station Repair,Repair,16.8617,720.0000,39
7200,Regret-3 Repair (Smart Packing),Repair,14.9325,620.0000,42
7400,EnergyCriticalRemoval,Destroy,17.2658,790.0000,47
7400,Route Merging Destroy,Destroy,14.7849,595.0000,34
7400,TimeSlackDestroy,Destroy,15.9249,650.0000,42
7400,Random Removal,Destroy,15.3734,545.0000,35
7400,VehicleReductionAwareDestroy,Destroy,14.9669,630.0000,42
7400,ChargingAwareRouteBuilder,Repair,16.9436,670.0000,42
7400,Adaptive Insertion,Repair,14.7562,765.0000,48
7400,Greedy Energy Insertion (Enhanced),Repair,14.6580,555.0000,38
7400,Smart Station Repair,Repair,17.1017,820.0000,45
7400,Regret-3 Repair (Smart Packing),Repair,14.9069,400.0000,27
7600,EnergyCriticalRemoval,Destroy,17.1972,860.0000,47
7600,Route Merging Destroy,Destroy,15.1922,555.0000,35
7600,TimeSlackDestroy,Destroy,15.8576,680.0000,43
7600,Random Removal,Destroy,15.4031,505.0000,34
7600,VehicleReductionAwareDestroy,Destroy,14.9719,615.0000,41
7600,ChargingAwareRouteBuilder,Repair,16.7949,690.0000,46
7600,Adaptive Insertion,Repair,14.9334,480.0000,34
7600,Greedy Energy Insertion (Enhanced),Repair,14.6501,610.0000,38
7600,Smart Station Repair,Repair,17.2698,765.0000,39
7600,Regret-3 Repair (Smart Packing),Repair,14.8931,670.0000,43
7800,EnergyCriticalRemoval,Destroy,17.3623,605.0000,36
7800,Route Merging Destroy,Destroy,15.2919,625.0000,46
7800,TimeSlackDestroy,Destroy,15.8510,520.0000,34
7800,Random Removal,Destroy,15.3205,700.0000,44
7800,VehicleReductionAwareDestroy,Destroy,14.9761,600.0000,40
7800,ChargingAwareRouteBuilder,Repair,16.5257,600.0000,36
7800,Adaptive Insertion,Repair,14.8110,575.0000,39
7800,Greedy Energy Insertion (Enhanced),Repair,14.8605,525.0000,36
7800,Smart Station Repair,Repair,17.6216,875.0000,57
7800,Regret-3 Repair (Smart Packing),Repair,14.9964,475.0000,32
8000,EnergyCriticalRemoval,Destroy,17.2788,830.0000,49
8000,Route Merging Destroy,Destroy,15.0362,600.0000,45
8000,TimeSlackDestroy,Destroy,15.7675,660.0000,43
8000,Random Removal,Destroy,15.4088,455.0000,29
8000,VehicleReductionAwareDestroy,Destroy,14.9797,510.0000,34
8000,ChargingAwareRouteBuilder,Repair,16.5468,695.0000,44
8000,Adaptive Insertion,Repair,14.8009,570.0000,38
8000,Greedy Energy Insertion (Enhanced),Repair,14.8189,665.0000,47
8000,Smart Station Repair,Repair,17.2810,550.0000,34
8000,Regret-3 Repair (Smart Packing),Repair,14.9735,575.0000,37
8200,EnergyCriticalRemoval,Destroy,17.2278,720.0000,43
8200,Route Merging Destroy,Destroy,14.7808,590.0000,37
8200,TimeSlackDestroy,Destroy,15.7047,675.0000,40
8200,Random Removal,Destroy,15.4510,650.0000,41
8200,VehicleReductionAwareDestroy,Destroy,14.9827,585.0000,39
8200,ChargingAwareRouteBuilder,Repair,16.4341,760.0000,42
8200,Adaptive Insertion,Repair,14.8308,545.0000,36
8200,Greedy Energy Insertion (Enhanced),Repair,14.7184,375.0000,26
8200,Smart Station Repair,Repair,17.1153,805.0000,47
8200,Regret-3 Repair (Smart Packing),Repair,15.0585,735.0000,49
8400,EnergyCriticalRemoval,Destroy,17.1552,745.0000,50
8400,Route Merging Destroy,Destroy,14.9555,630.0000,44
8400,TimeSlackDestroy,Destroy,15.8802,530.0000,36
8400,Random Removal,Destroy,15.5114,515.0000,33
8400,VehicleReductionAwareDestroy,Destroy,14.9853,555.0000,37
8400,ChargingAwareRouteBuilder,Repair,16.6833,720.0000,49
8400,Adaptive Insertion,Repair,14.8770,565.0000,39
8400,Greedy Energy Insertion (Enhanced),Repair,14.6741,490.0000,35
8400,Smart Station Repair,Repair,17.1172,590.0000,38
8400,Regret-3 Repair (Smart Packing),Repair,15.0498,610.0000,39
8600,EnergyCriticalRemoval,Destroy,16.8169,615.0000,42
8600,Route Merging Destroy,Destroy,14.8599,605.0000,40
8600,TimeSlackDestroy,Destroy,15.7065,785.0000,51
8600,Random Removal,Destroy,15.5256,555.0000,34
8600,VehicleReductionAwareDestroy,Destroy,14.9875,495.0000,33
8600,ChargingAwareRouteBuilder,Repair,16.3849,580.0000,37
8600,Adaptive Insertion,Repair,14.8185,570.0000,38
8600,Greedy Energy Insertion (Enhanced),Repair,14.5730,635.0000,43
8600,Smart Station Repair,Repair,16.8786,700.0000,44
8600,Regret-3 Repair (Smart Packing),Repair,15.1384,570.0000,38
8800,EnergyCriticalRemoval,Destroy,16.4908,605.0000,40
8800,Route Merging Destroy,Destroy,14.8997,630.0000,39
8800,TimeSlackDestroy,Destroy,15.6594,680.0000,46
8800,Random Removal,Destroy,15.6453,470.0000,32
8800,VehicleReductionAwareDestroy,Destroy,14.9894,645.0000,43
8800,ChargingAwareRouteBuilder,Repair,16.2785,640.0000,41
8800,Adaptive Insertion,Repair,14.8457,530.0000,36
8800,Greedy Energy Insertion (Enhanced),Repair,14.6022,630.0000,42
