Segment,OperatorName,Type,Weight,Score,UsageCount
2400,Regret-3 Repair (Smart Packing),Repair,12.9539,600.0000,40
2600,EnergyCriticalRemoval,Destroy,15.3429,840.0000,45
2600,Route Merging Destroy,Destroy,13.1309,560.0000,37
2600,TimeSlackDestroy,Destroy,13.0557,560.0000,39
2600,Random Removal,Destroy,12.8666,690.0000,44
2600,VehicleReductionAwareDestroy,Destroy,13.2850,580.0000,35
2600,ChargingAwareRouteBuilder,Repair,14.0641,915.0000,48
2600,Adaptive Insertion,Repair,12.5505,490.0000,34
2600,Greedy Energy Insertion (Enhanced),Repair,12.5842,570.0000,39
2600,Smart Station Repair,Repair,14.6383,760.0000,46
2600,Regret-3 Repair (Smart Packing),Repair,13.2608,495.0000,33
2800,EnergyCriticalRemoval,Destroy,15.8415,540.0000,36
2800,Route Merging Destroy,Destroy,13.4315,555.0000,39
2800,TimeSlackDestroy,Destroy,13.2512,425.0000,31
2800,Random Removal,Destroy,13.2889,535.0000,36
2800,VehicleReductionAwareDestroy,Destroy,13.7780,815.0000,58
2800,ChargingAwareRouteBuilder,Repair,14.8138,550.0000,43
2800,Adaptive Insertion,Repair,12.8297,470.0000,35
2800,Greedy Energy Insertion (Enhanced),Repair,12.8889,570.0000,38
2800,Smart Station Repair,Repair,14.9208,580.0000,38
2800,Regret-3 Repair (Smart Packing),Repair,13.5217,700.0000,46
3000,EnergyCriticalRemoval,Destroy,15.7153,635.0000,43
3000,Route Merging Destroy,Destroy,13.5514,650.0000,42
3000,TimeSlackDestroy,Destroy,13.3200,585.0000,41
3000,Random Removal,Destroy,13.5247,650.0000,43
3000,VehicleReductionAwareDestroy,Destroy,13.8191,445.0000,31
3000,ChargingAwareRouteBuilder,Repair,14.5104,575.0000,39
3000,Adaptive Insertion,Repair,12.9195,500.0000,37
3000,Greedy Energy Insertion (Enhanced),Repair,13.2055,575.0000,39
3000,Smart Station Repair,Repair,14.9722,560.0000,36
3000,Regret-3 Repair (Smart Packing),Repair,13.7761,755.0000,49
3200,EnergyCriticalRemoval,Destroy,15.5731,700.0000,43
3200,Route Merging Destroy,Destroy,13.8401,640.0000,43
3200,TimeSlackDestroy,Destroy,13.4622,490.0000,36
3200,Random Removal,Destroy,13.7634,600.0000,42
3200,VehicleReductionAwareDestroy,Destroy,13.8994,515.0000,36
3200,ChargingAwareRouteBuilder,Repair,14.5454,525.0000,33
3200,Adaptive Insertion,Repair,13.0086,615.0000,44
3200,Greedy Energy Insertion (Enhanced),Repair,13.4362,495.0000,35
3200,Smart Station Repair,Repair,15.0597,705.0000,48
3200,Regret-3 Repair (Smart Packing),Repair,14.0209,605.0000,40
3400,EnergyCriticalRemoval,Destroy,15.6790,750.0000,44
3400,Route Merging Destroy,Destroy,13.9967,775.0000,52
3400,TimeSlackDestroy,Destroy,13.4845,565.0000,39
3400,Random Removal,Destroy,13.8418,465.0000,28
3400,VehicleReductionAwareDestroy,Destroy,13.9603,570.0000,37
3400,ChargingAwareRouteBuilder,Repair,14.7499,625.0000,43
3400,Adaptive Insertion,Repair,13.1539,530.0000,31
3400,Greedy Energy Insertion (Enhanced),Repair,13.5422,560.0000,42
3400,Smart Station Repair,Repair,15.0038,705.0000,39
3400,Regret-3 Repair (Smart Packing),Repair,14.1865,705.0000,45
3600,EnergyCriticalRemoval,Destroy,15.8840,720.0000,41
3600,Route Merging Destroy,Destroy,14.1327,655.0000,44
3600,TimeSlackDestroy,Destroy,13.6349,560.0000,38
3600,Random Removal,Destroy,14.2566,485.0000,33
3600,VehicleReductionAwareDestroy,Destroy,14.1771,705.0000,44
3600,ChargingAwareRouteBuilder,Repair,14.7177,640.0000,38
3600,Adaptive Insertion,Repair,13.7454,650.0000,40
3600,Greedy Energy Insertion (Enhanced),Repair,13.5109,540.0000,36
3600,Smart Station Repair,Repair,15.4648,665.0000,44
3600,Regret-3 Repair (Smart Packing),Repair,14.4085,630.0000,42
3800,EnergyCriticalRemoval,Destroy,16.1355,585.0000,34
3800,Route Merging Destroy,Destroy,14.2458,540.0000,37
3800,TimeSlackDestroy,Destroy,13.8002,730.0000,50
3800,Random Removal,Destroy,14.3226,565.0000,38
3800,VehicleReductionAwareDestroy,Destroy,14.4539,600.0000,41
3800,ChargingAwareRouteBuilder,Repair,15.0363,655.0000,42
3800,Adaptive Insertion,Repair,14.1210,480.0000,35
3800,Greedy Energy Insertion (Enhanced),Repair,13.7343,485.0000,34
3800,Smart Station Repair,Repair,15.4121,860.0000,53
3800,Regret-3 Repair (Smart Packing),Repair,14.4972,540.0000,36
4000,EnergyCriticalRemoval,Destroy,16.2961,725.0000,53
4000,Route Merging Destroy,Destroy,14.2981,505.0000,34
4000,TimeSlackDestroy,Destroy,13.9202,430.0000,29
4000,Random Removal,Destroy,14.4045,620.0000,39
4000,VehicleReductionAwareDestroy,Destroy,14.4810,650.0000,45
4000,ChargingAwareRouteBuilder,Repair,15.1202,620.0000,38
4000,Adaptive Insertion,Repair,14.0600,525.0000,37
4000,Greedy Energy Insertion (Enhanced),Repair,13.8138,625.0000,47
4000,Smart Station Repair,Repair,15.5343,565.0000,35
4000,Regret-3 Repair (Smart Packing),Repair,14.5727,595.0000,43
4200,EnergyCriticalRemoval,Destroy,15.9035,900.0000,53
4200,Route Merging Destroy,Destroy,14.3813,685.0000,46
4200,TimeSlackDestroy,Destroy,14.0563,560.0000,38
4200,Random Removal,Destroy,14.6284,560.0000,37
4200,VehicleReductionAwareDestroy,Destroy,14.4755,360.0000,26
4200,ChargingAwareRouteBuilder,Repair,15.2995,705.0000,39
4200,Adaptive Insertion,Repair,14.0794,505.0000,34
4200,Greedy Energy Insertion (Enhanced),Repair,13.7364,530.0000,39
4200,Smart Station Repair,Repair,15.6256,610.0000,42
4200,Regret-3 Repair (Smart Packing),Repair,14.4623,715.0000,46
4400,EnergyCriticalRemoval,Destroy,16.0652,635.0000,40
4400,Route Merging Destroy,Destroy,14.4578,660.0000,44
4400,TimeSlackDestroy,Destroy,14.1584,485.0000,34
4400,Random Removal,Destroy,14.7045,535.0000,39
4400,VehicleReductionAwareDestroy,Destroy,14.3811,610.0000,43
4400,ChargingAwareRouteBuilder,Repair,15.7161,755.0000,52
4400,Adaptive Insertion,Repair,14.1954,355.0000,25
4400,Greedy Energy Insertion (Enhanced),Repair,13.7144,485.0000,34
4400,Smart Station Repair,Repair,15.4603,700.0000,46
4400,Regret-3 Repair (Smart Packing),Repair,14.6245,630.0000,43
4600,EnergyCriticalRemoval,Destroy,16.0367,685.0000,46
4600,Route Merging Destroy,Destroy,14.5391,670.0000,46
4600,TimeSlackDestroy,Destroy,14.1743,555.0000,37
4600,Random Removal,Destroy,14.5565,535.0000,37
4600,VehicleReductionAwareDestroy,Destroy,14.3518,490.0000,34
4600,ChargingAwareRouteBuilder,Repair,15.5366,680.0000,49
4600,Adaptive Insertion,Repair,14.1961,490.0000,34
4600,Greedy Energy Insertion (Enhanced),Repair,13.7970,445.0000,32
4600,Smart Station Repair,Repair,15.4239,755.0000,47
4600,Regret-3 Repair (Smart Packing),Repair,14.6285,565.0000,38
4800,EnergyCriticalRemoval,Destroy,15.8649,670.0000,37
4800,Route Merging Destroy,Destroy,14.5431,490.0000,33
4800,TimeSlackDestroy,Destroy,14.2982,730.0000,49
4800,Random Removal,Destroy,14.5419,485.0000,33
4800,VehicleReductionAwareDestroy,Destroy,14.3608,740.0000,48
4800,ChargingAwareRouteBuilder,Repair,15.2877,520.0000,32
4800,Adaptive Insertion,Repair,14.2285,565.0000,38
4800,Greedy Energy Insertion (Enhanced),Repair,13.8134,595.0000,39
4800,Smart Station Repair,Repair,15.5199,750.0000,45
4800,Regret-3 Repair (Smart Packing),Repair,14.6645,685.0000,46
5000,EnergyCriticalRemoval,Destroy,16.2013,700.0000,43
5000,Route Merging Destroy,Destroy,14.5889,495.0000,34
5000,TimeSlackDestroy,Destroy,14.3881,615.0000,42
5000,Random Removal,Destroy,14.5652,700.0000,46
5000,VehicleReductionAwareDestroy,Destroy,14.5192,500.0000,35
5000,ChargingAwareRouteBuilder,Repair,15.4321,585.0000,40
5000,Adaptive Insertion,Repair,14.3245,580.0000,38
5000,Greedy Energy Insertion (Enhanced),Repair,14.0298,515.0000,37
5000,Smart Station Repair,Repair,15.6919,790.0000,48
5000,Regret-3 Repair (Smart Packing),Repair,14.6985,540.0000,37
5200,EnergyCriticalRemoval,Destroy,16.2130,770.0000,47
5200,Route Merging Destroy,Destroy,14.5844,550.0000,37
5200,TimeSlackDestroy,Destroy,14.4264,535.0000,37
5200,Random Removal,Destroy,14.6630,735.0000,49
5200,VehicleReductionAwareDestroy,Destroy,14.4842,460.0000,30
5200,ChargingAwareRouteBuilder,Repair,15.3110,775.0000,46
5200,Adaptive Insertion,Repair,14.4653,590.0000,40
5200,Greedy Energy Insertion (Enhanced),Repair,14.0132,500.0000,36
5200,Smart Station Repair,Repair,15.8068,555.0000,36
5200,Regret-3 Repair (Smart Packing),Repair,14.6829,630.0000,42
5400,EnergyCriticalRemoval,Destroy,16.2385,625.0000,34
5400,Route Merging Destroy,Destroy,14.6264,550.0000,38
5400,TimeSlackDestroy,Destroy,14.4313,665.0000,44
5400,Random Removal,Destroy,14.7136,690.0000,45
5400,VehicleReductionAwareDestroy,Destroy,14.6116,590.0000,39
5400,ChargingAwareRouteBuilder,Repair,15.5415,775.0000,48
5400,Adaptive Insertion,Repair,14.5080,525.0000,34
5400,Greedy Energy Insertion (Enhanced),Repair,13.9945,535.0000,38
5400,Smart Station Repair,Repair,15.7483,730.0000,43
5400,Regret-3 Repair (Smart Packing),Repair,14.7305,555.0000,37
5600,EnergyCriticalRemoval,Destroy,16.5601,745.0000,50
5600,Route Merging Destroy,Destroy,14.6035,675.0000,45
5600,TimeSlackDestroy,Destroy,14.5337,450.0000,31
5600,Random Removal,Destroy,14.8065,515.0000,34
5600,VehicleReductionAwareDestroy,Destroy,14.6891,585.0000,40
5600,ChargingAwareRouteBuilder,Repair,15.6322,645.0000,40
5600,Adaptive Insertion,Repair,14.6480,530.0000,36
5600,Greedy Energy Insertion (Enhanced),Repair,14.0072,520.0000,39
5600,Smart Station Repair,Repair,15.9326,630.0000,42
5600,Regret-3 Repair (Smart Packing),Repair,14.7709,645.0000,43
5800,EnergyCriticalRemoval,Destroy,16.3111,795.0000,56
5800,Route Merging Destroy,Destroy,14.6630,660.0000,44
5800,TimeSlackDestroy,Destroy,14.5310,525.0000,35
5800,Random Removal,Destroy,14.8576,375.0000,25
5800,VehicleReductionAwareDestroy,Destroy,14.6794,610.0000,40
5800,ChargingAwareRouteBuilder,Repair,15.7061,480.0000,31
5800,Adaptive Insertion,Repair,14.6591,655.0000,44
5800,Greedy Energy Insertion (Enhanced),Repair,13.9061,485.0000,33
5800,Smart Station Repair,Repair,15.7927,730.0000,51
5800,Regret-3 Repair (Smart Packing),Repair,14.8053,615.0000,41
6000,EnergyCriticalRemoval,Destroy,15.9939,660.0000,40
6000,Route Merging Destroy,Destroy,14.7135,630.0000,42
6000,TimeSlackDestroy,Destroy,14.6014,660.0000,45
6000,Random Removal,Destroy,14.8790,570.0000,38
6000,VehicleReductionAwareDestroy,Destroy,14.7650,525.0000,35
6000,ChargingAwareRouteBuilder,Repair,15.6728,695.0000,40
6000,Adaptive Insertion,Repair,14.6932,730.0000,50
6000,Greedy Energy Insertion (Enhanced),Repair,14.0248,465.0000,32
6000,Smart Station Repair,Repair,15.5709,690.0000,47
6000,Regret-3 Repair (Smart Packing),Repair,14.8345,465.0000,31
6200,EnergyCriticalRemoval,Destroy,16.0698,885.0000,47
6200,Route Merging Destroy,Destroy,14.7565,580.0000,39
6200,TimeSlackDestroy,Destroy,14.6112,640.0000,43
6200,Random Removal,Destroy,14.8971,540.0000,36
6200,VehicleReductionAwareDestroy,Destroy,14.8003,445.0000,35
6200,ChargingAwareRouteBuilder,Repair,15.9281,540.0000,37
6200,Adaptive Insertion,Repair,14.6792,465.0000,34
6200,Greedy Energy Insertion (Enhanced),Repair,14.1007,580.0000,39
6200,Smart Station Repair,Repair,15.4374,845.0000,46
6200,Regret-3 Repair (Smart Packing),Repair,14.8593,660.0000,44
6400,EnergyCriticalRemoval,Destroy,16.4838,795.0000,51
6400,Route Merging Destroy,Destroy,14.7738,540.0000,37
6400,TimeSlackDestroy,Destroy,14.6521,545.0000,36
6400,Random Removal,Destroy,14.9126,625.0000,42
6400,VehicleReductionAwareDestroy,Destroy,14.4874,495.0000,34
6400,ChargingAwareRouteBuilder,Repair,15.7281,525.0000,38
6400,Adaptive Insertion,Repair,14.5288,615.0000,44
6400,Greedy Energy Insertion (Enhanced),Repair,14.2164,530.0000,37
6400,Smart Station Repair,Repair,15.8772,690.0000,38
6400,Regret-3 Repair (Smart Packing),Repair,14.8804,640.0000,43
6600,EnergyCriticalRemoval,Destroy,16.3495,545.0000,37
6600,Route Merging Destroy,Destroy,14.7469,645.0000,46
6600,TimeSlackDestroy,Destroy,14.7251,535.0000,38
6600,Random Removal,Destroy,14.9078,635.0000,44
6600,VehicleReductionAwareDestroy,Destroy,14.4981,530.0000,35
6600,ChargingAwareRouteBuilder,Repair,15.4412,595.0000,40
6600,Adaptive Insertion,Repair,14.4461,565.0000,42
6600,Greedy Energy Insertion (Enhanced),Repair,14.2326,660.0000,45
6600,Smart Station Repair,Repair,16.2193,530.0000,36
6600,Regret-3 Repair (Smart Packing),Repair,14.8809,540.0000,37
6800,EnergyCriticalRemoval,Destroy,16.1065,665.0000,37
6800,Route Merging Destroy,Destroy,14.6381,620.0000,43
6800,TimeSlackDestroy,Destroy,14.6282,515.0000,36
6800,Random Removal,Destroy,14.8364,635.0000,44
6800,VehicleReductionAwareDestroy,Destroy,14.5948,565.0000,40
6800,ChargingAwareRouteBuilder,Repair,15.3563,655.0000,44
6800,Adaptive Insertion,Repair,14.2970,565.0000,37
6800,Greedy Energy Insertion (Enhanced),Repair,14.2977,600.0000,43
6800,Smart Station Repair,Repair,15.9947,630.0000,39
6800,Regret-3 Repair (Smart Packing),Repair,14.8380,550.0000,37
7000,EnergyCriticalRemoval,Destroy,16.3865,725.0000,41
7000,Route Merging Destroy,Destroy,14.6052,725.0000,50
7000,TimeSlackDestroy,Destroy,14.5798,405.0000,28
7000,Random Removal,Destroy,14.7757,470.0000,33
7000,VehicleReductionAwareDestroy,Destroy,14.5243,610.0000,48
7000,ChargingAwareRouteBuilder,Repair,15.2858,610.0000,40
7000,Adaptive Insertion,Repair,14.4430,540.0000,39
7000,Greedy Energy Insertion (Enhanced),Repair,14.2461,415.0000,29
7000,Smart Station Repair,Repair,16.0186,670.0000,45
7000,Regret-3 Repair (Smart Packing),Repair,14.8420,700.0000,47
7200,EnergyCriticalRemoval,Destroy,16.5809,590.0000,32
7200,Route Merging Destroy,Destroy,14.5894,555.0000,39
7200,TimeSlackDestroy,Destroy,14.5624,620.0000,40
7200,Random Removal,Destroy,14.6957,680.0000,46
7200,VehicleReductionAwareDestroy,Destroy,14.2519,620.0000,43
7200,ChargingAwareRouteBuilder,Repair,15.2804,530.0000,36
7200,Adaptive Insertion,Repair,14.3535,585.0000,40
7200,Greedy Energy Insertion (Enhanced),Repair,14.2557,595.0000,40
7200,Smart Station Repair,Repair,15.8491,725.0000,42
7200,Regret-3 Repair (Smart Packing),Repair,14.8497,630.0000,42
7400,EnergyCriticalRemoval,Destroy,16.8594,710.0000,43
7400,Route Merging Destroy,Destroy,14.5356,455.0000,31
7400,TimeSlackDestroy,Destroy,14.7031,605.0000,38
7400,Random Removal,Destroy,14.7088,580.0000,39
7400,VehicleReductionAwareDestroy,Destroy,14.2769,740.0000,49
7400,ChargingAwareRouteBuilder,Repair,15.1967,620.0000,38
7400,Adaptive Insertion,Repair,14.3942,605.0000,43
7400,Greedy Energy Insertion (Enhanced),Repair,14.3486,615.0000,41
7400,Smart Station Repair,Repair,16.0611,585.0000,35
7400,Regret-3 Repair (Smart Packing),Repair,14.8723,665.0000,43
7600,EnergyCriticalRemoval,Destroy,16.8073,520.0000,31
7600,Route Merging Destroy,Destroy,14.5569,690.0000,47
7600,TimeSlackDestroy,Destroy,14.8858,685.0000,49
7600,Random Removal,Destroy,14.7332,590.0000,39
7600,VehicleReductionAwareDestroy,Destroy,14.4007,495.0000,34
7600,ChargingAwareRouteBuilder,Repair,15.3646,730.0000,47
7600,Adaptive Insertion,Repair,14.3455,645.0000,45
7600,Greedy Energy Insertion (Enhanced),Repair,14.4463,355.0000,25
7600,Smart Station Repair,Repair,16.1590,675.0000,44
7600,Regret-3 Repair (Smart Packing),Repair,14.9612,575.0000,39
7800,EnergyCriticalRemoval,Destroy,16.8023,825.0000,54
7800,Route Merging Destroy,Destroy,14.5755,515.0000,35
7800,TimeSlackDestroy,Destroy,14.7498,565.0000,38
7800,Random Removal,Destroy,14.7925,645.0000,45
7800,VehicleReductionAwareDestroy,Destroy,14.4244,385.0000,28
7800,ChargingAwareRouteBuilder,Repair,15.3897,625.0000,43
7800,Adaptive Insertion,Repair,14.3437,690.0000,49
7800,Greedy Energy Insertion (Enhanced),Repair,14.4094,410.0000,28
7800,Smart Station Repair,Repair,16.0363,620.0000,40
7800,Regret-3 Repair (Smart Packing),Repair,14.9286,590.0000,40
8000,EnergyCriticalRemoval,Destroy,16.5736,635.0000,43
8000,Route Merging Destroy,Destroy,14.5963,530.0000,36
8000,TimeSlackDestroy,Destroy,14.7676,725.0000,50
8000,Random Removal,Destroy,14.7236,535.0000,37
8000,VehicleReductionAwareDestroy,Destroy,14.3233,520.0000,34
8000,ChargingAwareRouteBuilder,Repair,15.2615,735.0000,48
8000,Adaptive Insertion,Repair,14.3044,460.0000,33
8000,Greedy Energy Insertion (Enhanced),Repair,14.4444,640.0000,46
8000,Smart Station Repair,Repair,15.9559,575.0000,38
8000,Regret-3 Repair (Smart Packing),Repair,14.9018,535.0000,35
8200,EnergyCriticalRemoval,Destroy,16.3027,800.0000,53
8200,Route Merging Destroy,Destroy,14.6152,485.0000,34
8200,TimeSlackDestroy,Destroy,14.7275,465.0000,32
8200,Random Removal,Destroy,14.6840,555.0000,37
8200,VehicleReductionAwareDestroy,Destroy,14.4689,625.0000,44
8200,ChargingAwareRouteBuilder,Repair,15.2691,660.0000,39
8200,Adaptive Insertion,Repair,14.2496,445.0000,30
8200,Greedy Energy Insertion (Enhanced),Repair,14.3647,560.0000,42
8200,Smart Station Repair,Repair,15.8322,685.0000,50
8200,Regret-3 Repair (Smart Packing),Repair,14.9594,580.0000,39
8400,EnergyCriticalRemoval,Destroy,16.1214,550.0000,34
8400,Route Merging Destroy,Destroy,14.5626,735.0000,50
8400,TimeSlackDestroy,Destroy,14.6981,585.0000,39
8400,Random Removal,Destroy,14.7314,455.0000,31
8400,VehicleReductionAwareDestroy,Destroy,14.4292,670.0000,46
8400,ChargingAwareRouteBuilder,Repair,15.5172,590.0000,37
8400,Adaptive Insertion,Repair,14.3372,500.0000,35
8400,Greedy Energy Insertion (Enhanced),Repair,14.2100,730.0000,51
8400,Smart Station Repair,Repair,15.5124,505.0000,34
8400,Regret-3 Repair (Smart Packing),Repair,14.9462,670.0000,43
8600,EnergyCriticalRemoval,Destroy,16.1297,600.0000,32
8600,Route Merging Destroy,Destroy,14.5832,525.0000,35
8600,TimeSlackDestroy,Destroy,14.7433,550.0000,39
8600,Random Removal,Destroy,14.7233,715.0000,46
8600,VehicleReductionAwareDestroy,Destroy,14.4496,690.0000,48
8600,ChargingAwareRouteBuilder,Repair,15.5815,715.0000,48
8600,Adaptive Insertion,Repair,14.3295,575.0000,37
8600,Greedy Energy Insertion (Enhanced),Repair,14.2255,515.0000,35
8600,Smart Station Repair,Repair,15.4135,680.0000,42
8600,Regret-3 Repair (Smart Packing),Repair,15.0415,595.0000,38
8800,EnergyCriticalRemoval,Destroy,16.5227,835.0000,46
8800,Route Merging Destroy,Destroy,14.6457,590.0000,40
8800,TimeSlackDestroy,Destroy,14.6472,730.0000,51
8800,Random Removal,Destroy,14.8463,520.0000,35
8800,VehicleReductionAwareDestroy,Destroy,14.4384,460.0000,28
8800,ChargingAwareRouteBuilder,Repair,15.4787,925.0000,52
8800,Adaptive Insertion,Repair,14.5111,580.0000,38
8800,Greedy Energy Insertion (Enhanced),Repair,14.2989,405.0000,29
